CO/VISN,Office/Facility,Station,Occupation,Specialty,Specialty Name,NbrEmps,ID
12,"VAMC Milwaukee, WI",695,610,Q1,RN/STAFF-OUTPATIENT          ,14,
12,"VAMC Milwaukee, WI",695,610,Q2,RN/STAFF-MIXED               ,4,
12,"VAMC Milwaukee, WI",695,610,S5,"RN, IV THERAPY               ",1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,602,30,NEUROLOGY                    ,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,602,31,PSYCHIATRY                   ,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,602,P1,PRIMARY CARE                 ,2,
17,HCS Texas Valley Coastal Bend (Harlingen),740,610,0,MISC TITLE 38/WA/CL          ,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,610,75,NURSE PRACTIONER             ,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,610,88,STAFF NURSE                  ,2,
17,HCS Texas Valley Coastal Bend (Harlingen),740,610,Q1,RN/STAFF-OUTPATIENT          ,1,
17,"HCS El Paso, TX",756,602,1,ANESTHESIOLOGY               ,1,
17,"HCS El Paso, TX",756,602,6,OPHTHALMOLOGY                ,1,
17,"HCS El Paso, TX",756,602,21,GEN INTERNAL MED             ,1,
17,"HCS El Paso, TX",756,602,31,PSYCHIATRY                   ,2,
17,"HCS El Paso, TX",756,602,CA,CARDIOLOGY NON-INVA,1,
17,"HCS El Paso, TX",756,602,E9,COMPENSATION/PENSION,4,
17,"HCS El Paso, TX",756,610,75,NURSE PRACTIONER             ,8,
17,"HCS El Paso, TX",756,610,M2,RN/CASE MGR/CARE             ,1,
17,"HCS El Paso, TX",756,610,M3,"RN,OEF-OIF CASE MGR          ",3,
17,"HCS El Paso, TX",756,610,Q1,RN/STAFF-OUTPATIENT          ,8,
17,"HCS El Paso, TX",756,610,Q3,RN-TELEPHONE TRIAGE          ,1,
10,"OPC Columbus, OH",757,602,2,SURGERY                      ,2,
10,"OPC Columbus, OH",757,602,12,UROLOGY                      ,1,
10,"OPC Columbus, OH",757,602,21,GEN INTERNAL MED             ,3,
10,"OPC Columbus, OH",757,602,31,PSYCHIATRY                   ,3,
10,"OPC Columbus, OH",757,602,49,FAMILY PRACTICE              ,2,
10,"OPC Columbus, OH",757,602,P1,PRIMARY CARE                 ,1,
10,"OPC Columbus, OH",757,610,75,NURSE PRACTIONER             ,3,
10,"OPC Columbus, OH",757,610,88,STAFF NURSE                  ,8,
10,"OPC Columbus, OH",757,610,Q1,RN/STAFF-OUTPATIENT          ,5,
2,"VAMC Albany, NY",528 D,602,7,ORTHOPEDIC SURGERY           ,2,
2,"VAMC Albany, NY",528 D,602,20,DERMATOLOGY                  ,1,
2,"VAMC Albany, NY",528 D,602,25,GASTROENTEROLOGY             ,1,
2,"VAMC Albany, NY",528 D,602,31,PSYCHIATRY                   ,1,
2,"VAMC Albany, NY",528 D,602,P1,PRIMARY CARE                 ,1,
2,"VAMC Albany, NY",528 D,610,75,NURSE PRACTIONER             ,1,
2,"VAMC Albany, NY",528 D,610,Q2,RN/STAFF-MIXED               ,2,
2,"VAMC Syracuse, NY",528 E,602,3,GYNECOLOGY                   ,1,
2,"VAMC Syracuse, NY",528 E,602,28,RHEUMATOLOGY                 ,1,
2,"VAMC Syracuse, NY",528 E,602,29,ENDOCRIN AND METAB           ,1,
2,"VAMC Syracuse, NY",528 E,602,30,NEUROLOGY                    ,1,
2,"VAMC Syracuse, NY",528 E,602,E9,COMPENSATION/PENSION,1,
2,"VAMC Syracuse, NY",528 E,602,P1,PRIMARY CARE                 ,1,
2,"VAMC Syracuse, NY",528 E,610,M2,RN/CASE MGR/CARE             ,5,
2,"VAMC Syracuse, NY",528 E,610,N5,NP-OTHER                     ,1,
2,"VAMC Syracuse, NY",528 E,610,Q1,RN/STAFF-OUTPATIENT          ,2,
2,"VAMC Bath, NY",528 N,602,21,GEN INTERNAL MED             ,1,
15,"VAMC Columbia, MO",589 CA,602,6,OPHTHALMOLOGY                ,1,
15,"VAMC Columbia, MO",589 CA,602,20,DERMATOLOGY                  ,1,
15,"VAMC Columbia, MO",589 CA,602,26,PULMONARY DISEASES           ,1,
15,"VAMC Columbia, MO",589 CA,602,31,PSYCHIATRY                   ,1,
15,"VAMC Columbia, MO",589 CA,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
15,"VAMC Columbia, MO",589 CA,602,M9,CARDIOLOGY-INTERVEN          ,1,
15,"VAMC Columbia, MO",589 CA,602,P1,PRIMARY CARE                 ,1,
15,"VAMC Columbia, MO",589 CA,610,88,STAFF NURSE                  ,7,
15,"VAMC Columbia, MO",589 CA,610,Q2,RN/STAFF-MIXED               ,3,
15,HCS Eastern Kansas,589 EA,602,25,GASTROENTEROLOGY             ,1,
15,HCS Eastern Kansas,589 EA,602,27,NEPHROLOGY                   ,1,
15,HCS Eastern Kansas,589 EA,602,31,PSYCHIATRY                   ,3,
15,HCS Eastern Kansas,589 EA,602,40,GERIATRICS                   ,1,
15,HCS Eastern Kansas,589 EA,602,44,PHYS MED & REHAB             ,1,
15,HCS Eastern Kansas,589 EA,602,P1,PRIMARY CARE                 ,1,
15,HCS Eastern Kansas,589 EA,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
15,HCS Eastern Kansas,589 EA,610,G5,"RN,FACILITY ADMIN            ",1,
15,HCS Eastern Kansas,589 EA,610,M2,RN/CASE MGR/CARE             ,2,
15,HCS Eastern Kansas,589 EA,610,N4,NP MENTAL HEALTH SUD         ,1,
15,HCS Eastern Kansas,589 EA,610,Q1,RN/STAFF-OUTPATIENT          ,6,
15,"VAMC Wichita, KS",589 WA,602,1,ANESTHESIOLOGY               ,2,
15,"VAMC Wichita, KS",589 WA,602,6,OPHTHALMOLOGY                ,1,
15,"VAMC Wichita, KS",589 WA,602,9,PLASTIC SURGERY              ,1,
15,"VAMC Wichita, KS",589 WA,602,12,UROLOGY                      ,1,
15,"VAMC Wichita, KS",589 WA,602,16,EMERGENCY MEDICINE           ,2,
15,"VAMC Wichita, KS",589 WA,602,31,PSYCHIATRY                   ,1,
15,"VAMC Wichita, KS",589 WA,602,49,FAMILY PRACTICE              ,1,
15,"VAMC Wichita, KS",589 WA,602,K6,HOSPITALIST                  ,1,
15,"VAMC Wichita, KS",589 WA,602,P1,PRIMARY CARE                 ,3,
15,"VAMC Wichita, KS",589 WA,610,87,"RN,MGR/HEAD NURSE            ",2,
15,"VAMC Wichita, KS",589 WA,610,88,STAFF NURSE                  ,8,
15,"VAMC Wichita, KS",589 WA,610,J9,ADV PR NURSE(STAFF)          ,1,
15,"VAMC Wichita, KS",589 WA,610,N3,NP-POLYTRAUMA/REHAB          ,1,
15,"VAMC Wichita, KS",589 WA,610,N8,CNS-MH/SUD                   ,1,
15,"VAMC Wichita, KS",589 WA,610,Q1,RN/STAFF-OUTPATIENT          ,1,
23,HCS Central Iowa (Des Moines),636 D,602,21,GEN INTERNAL MED             ,2,
23,HCS Central Iowa (Des Moines),636 D,602,44,PHYS MED & REHAB             ,1,
23,HCS Central Iowa (Des Moines),636 D,602,51,CHIEF OF STAFF               ,1,
23,HCS Central Iowa (Des Moines),636 D,602,E9,COMPENSATION/PENSION,1,
23,HCS Central Iowa (Des Moines),636 D,602,R4,VASCULAR SURGERY             ,1,
23,HCS Central Iowa (Des Moines),636 D,610,85,RN EDUCATOR                  ,1,
23,HCS Central Iowa (Des Moines),636 D,610,86,"RN, SHIFT SUPERVISOR         ",1,
23,HCS Central Iowa (Des Moines),636 D,610,88,STAFF NURSE                  ,12,
23,HCS Central Iowa (Des Moines),636 D,610,G6,RN/PROG MGR/COORD            ,1,
23,HCS Central Iowa (Des Moines),636 D,610,J4,RN/ASST MGR/PERM CHG         ,1,
23,HCS Central Iowa (Des Moines),636 D,610,M2,RN/CASE MGR/CARE             ,3,
23,HCS Central Iowa (Des Moines),636 D,610,Q1,RN/STAFF-OUTPATIENT          ,5,
23,HCS Central Iowa (Des Moines),636 D,610,Q3,RN-TELEPHONE TRIAGE          ,1,
23,HCS Central Iowa (Des Moines),636 D,610,Q6,RN/STAFF-INP CLC             ,1,
23,"HCS Iowa City, IA",636 I,602,19,INFECTIOUS DISEASES          ,1,
23,"HCS Iowa City, IA",636 I,602,21,GEN INTERNAL MED             ,1,
23,"HCS Iowa City, IA",636 I,602,25,GASTROENTEROLOGY             ,1,
23,"HCS Iowa City, IA",636 I,602,31,PSYCHIATRY                   ,2,
23,"HCS Iowa City, IA",636 I,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
23,"HCS Iowa City, IA",636 I,602,49,FAMILY PRACTICE              ,1,
23,"HCS Iowa City, IA",636 I,602,CC,PAIN MANAGEMENT,1,
23,"HCS Iowa City, IA",636 I,610,75,NURSE PRACTIONER             ,3,
23,"HCS Iowa City, IA",636 I,610,88,STAFF NURSE                  ,5,
23,"HCS Iowa City, IA",636 I,610,J4,RN/ASST MGR/PERM CHG         ,1,
23,"HCS Iowa City, IA",636 I,610,M2,RN/CASE MGR/CARE             ,6,
23,"HCS Iowa City, IA",636 I,610,N4,NP MENTAL HEALTH SUD         ,1,
23,"HCS Iowa City, IA",636 I,610,Q2,RN/STAFF-MIXED               ,1,
15,"VAMC Marion, IL",657 MA,602,2,SURGERY                      ,4,
15,"VAMC Marion, IL",657 MA,602,21,GEN INTERNAL MED             ,1,
15,"VAMC Marion, IL",657 MA,602,25,GASTROENTEROLOGY             ,1,
15,"VAMC Marion, IL",657 MA,602,26,PULMONARY DISEASES           ,1,
15,"VAMC Marion, IL",657 MA,602,27,NEPHROLOGY                   ,1,
15,"VAMC Marion, IL",657 MA,602,31,PSYCHIATRY                   ,4,
15,"VAMC Marion, IL",657 MA,602,K6,HOSPITALIST                  ,3,
15,"VAMC Marion, IL",657 MA,602,M9,CARDIOLOGY-INTERVEN          ,1,
15,"VAMC Marion, IL",657 MA,602,P1,PRIMARY CARE                 ,2,
15,"VAMC Marion, IL",657 MA,602,R3,HEMATOLOGY/ONCOLOGY          ,3,
15,"VAMC Marion, IL",657 MA,610,75,NURSE PRACTIONER             ,2,
15,"VAMC Poplar Bluff, MO",657 PA,602,1,ANESTHESIOLOGY               ,1,
15,"VAMC Poplar Bluff, MO",657 PA,602,12,UROLOGY                      ,1,
15,"VAMC Poplar Bluff, MO",657 PA,602,25,GASTROENTEROLOGY             ,1,
15,"VAMC Poplar Bluff, MO",657 PA,602,31,PSYCHIATRY                   ,1,
15,"VAMC Poplar Bluff, MO",657 PA,602,E6,CARDIOLOGY NON-INTER         ,1,
15,"VAMC Poplar Bluff, MO",657 PA,602,K6,HOSPITALIST                  ,1,
15,"VAMC Poplar Bluff, MO",657 PA,602,P1,PRIMARY CARE                 ,2,
15,"VAMC Poplar Bluff, MO",657 PA,610,N5,NP-OTHER                     ,1,
15,"VAMC Poplar Bluff, MO",657 PA,610,Q2,RN/STAFF-MIXED               ,1,
