Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,for_dups,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,ID,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,NbrPsychiatrists,Name,State,Geo,Confidence,County,"County, St",Projected_Increase_5_years,Projected_Increase_10_years,Projected_Increase_20_years,Projected_Increase_30_years,9/30/43,9/30/33,9/30/23,9/30/18,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Complete_Pending_Appts_Diff_14,Complete_Pending_Appts_Diff_16,Complete_Pending_Appts_Diff_14_%,Complete_Pending_Appts_Diff_16_%,Complete_Pending_Gap_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,Choice_Increase_%_PC_Wait_Complete_1409_Ratio,Choice_Increase_%_PC_Wait_Pending_1412_Ratio,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16,Percentage_Point_Wait_Over_30_Increase_Pending,Percentage_Point_Wait_Over_30_Increase_Complete,qualitative_size,State_Full,Vet_Pop_State_9_30_14,Vet_Pop_State_9_30_34,Vet_Pop_State_Increase_20
5982,3.31,4.36,4.33,1.25,463,(V20) (463) HCSROANCHORAGE AK,548.0,510.0,473.0,506.0,504.0,528.0,463an,6568,4.35,2.98,7.84,2.88,9850,1.92,2.81,3.81,1.43,463,"(V20) (463) Anchorage, AK",17.0,1.0,0.0,0.38,8126,0.35,1.16,1.25,7.73,20.9,11.32,10.2,17.96,1.0,"ANCHORAGE, AK",AK,"<[OK] Google - Geocode [Anchorage, AK, USA]>",1,,,,,,,,,,,586,9.79605483116,1724,21.2158503569,-2144,-3282,-26.3844449914,-33.3197969543,53.078358209,1.0,-38.0,-7.45098039216,-37.0,-7.82241014799,33.0,6.52173913043,-2.0,-0.396825396825,24.0,4.54545454545,22.0,4.16666666667,3.35968379447,5.0,0.345270588235,1.29774117647,-1.38,-31.6513761468,1.65,142.24137931,3.51,80.504587156,2.56,204.8,1.63,37.3853211009,1.08,308.571428571,11.8221343874,12.4393939394,16.0592885375,18.6553030303,1.04,1.54,small,Alaska,73397.0,69480.0,-3917.0
14163,11.37,1.86,12.89,1.79,531,(V20) (531) MC BOISE ID,1022.0,1018.0,1037.0,1079.0,1164.0,1207.0,531bo,18531,19.21,13.53,20.93,3.47,22413,8.58,9.88,11.91,1.65,531,"(V20) (531) Boise, ID",74.0,0.0,1.0,5.55,20010,0.87,1.02,10.17,8.93,5.66,8.45,8.89,6.58,3.0,"BOISE, ID",ID,"<[OK] Google - Geocode [Boise, ID, USA]>",1,ADA,"ADA, ID",-196.0,-575.0,-2090.0,-4543.0,28060.0,30513.0,32028.0,32407.0,4368,30.8409235331,2403,12.0089955022,-5847,-3882,-29.2203898051,-17.32030518,-33.6069779374,1.0,-4.0,-0.392927308448,19.0,1.83220829315,42.0,3.89249304912,85.0,7.30240549828,43.0,3.56255178128,128.0,10.6048053024,6.85820203892,54.0,0.148727027027,0.271208108108,11.67,627.419354839,8.86,868.62745098,8.04,432.258064516,1.74,17.1091445428,1.68,90.3225806452,0.78,89.6551724138,13.1260426321,15.3529411765,18.5449490269,18.5691797846,7.84,3.03,average,Idaho                                                                                                               ,132395.0,120807.0,-11588.0
73666,6.91,12.99,8.81,1.87,648,(V20) (648) MC PORTLAND OR,3343.0,3463.0,3566.0,3742.0,3728.0,3789.0,648po,78504,12.34,9.88,14.94,3.29,52700,7.55,7.53,11.86,1.97,648,"(V20) (648) Portland, OR",130.0,0.0,1.0,3.67,50856,1.32,7.29,5.4,5.26,8.12,6.58,8.5,9.82,,"PORTLAND, OR",OR,"<[OK] Google - Geocode [Portland, OR, USA]>",1,MULTNOMAH,"MULTNOMAH, OR",-5968.0,-11699.0,-21961.0,-29276.0,16377.0,23692.0,33954.0,39685.0,4838,6.56748024869,1844,3.62592417807,22810,25804,44.8521315086,48.9639468691,13.1258220079,1.0,120.0,3.46520358071,103.0,2.88839035334,176.0,4.70336718332,-14.0,-0.375536480687,61.0,1.60992346266,47.0,1.24043283188,3.47407803314,-83.0,2.09839846154,3.73912153846,-3.11,-23.9414934565,0.24,3.29218106996,6.13,47.1901462664,6.46,119.62962963,1.42,10.9314857583,0.65,49.2424242424,19.6862640299,20.7189231987,13.5905932656,13.9086830298,5.43,3.88,large,Oregon                                                                                                                         ,331632.0,227671.0,-103962.0
21587,5.64,10.25,5.48,1.54,653,(V20) (653) HCS ROSEBURG OR,820.0,825.0,837.0,844.0,946.0,1116.0,653ro,26147,13.03,7.9,16.03,3.2,21286,7.86,6.51,13.95,2.39,653,"(V20) (653) Roseburg, OR",65.0,0.0,0.0,4.07,15639,1.33,3.36,9.1,9.78,10.04,7.16,18.34,9.6,2.0,"ROSEBURG, OR",OR,"<[OK] Google - Geocode [Roseburg, OR, USA]>",4,DOUGLAS,"DOUGLAS, OR",-883.0,-1814.0,-3797.0,-5754.0,7905.0,9862.0,11845.0,12776.0,4560,21.123824524,5647,36.1084468316,5948,4861,38.0331223224,22.8366062201,-18.2750504371,0.0,5.0,0.606060606061,12.0,1.43369175627,7.0,0.829383886256,102.0,10.7822410148,170.0,15.2329749104,272.0,24.3727598566,7.70142180095,207.0,0.436283076923,1.33092307692,-2.35,-22.9268292683,3.15,93.75,10.55,102.926829268,4.85,53.2967032967,1.66,16.1951219512,1.06,79.6992481203,25.577014218,23.4292114695,18.5296208531,19.0734767025,7.39,3.79,average,Oregon                                                                                                                         ,331632.0,227671.0,-103962.0
65247,4.28,6.44,7.39,1.22,663,(V20) (663) HCS SEATTLE WA,3346.0,3402.0,3460.0,3627.0,3763.0,3847.0,663va,72506,9.08,8.87,13.24,1.81,67852,4.09,5.66,7.87,0.76,663,"(V20) (663) VA Puget Sound, WA",192.0,1.0,1.0,2.21,62851,1.1,4.23,4.45,9.51,10.5,13.0,9.98,9.8,3.0,"VA PUGET SOUND, WA",WA,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,7259,11.1254157279,5001,7.95691397114,2396,4654,3.81219073682,6.85904615929,94.2404006678,2.0,56.0,1.64609053498,58.0,1.67630057803,167.0,4.60435621726,136.0,3.61413765613,84.0,2.18351962568,220.0,5.71874187679,5.29363110008,28.0,0.7990734375,1.21655625,2.43,37.7329192547,1.43,33.8061465721,5.85,90.8385093168,3.42,76.8539325843,0.59,9.16149068323,-0.34,-30.9090909091,17.9892473118,18.847413569,17.3286462641,17.6376397193,4.8,1.88,large,Washington                                                                                                                     ,603623.0,492077.0,-111545.0
21514,5.8,3.68,8.81,3.76,668,(V20) (668) MC SPOKANE WA,815.0,832.0,845.0,898.0,953.0,1060.0,668sp,20209,11.88,9.72,14.34,3.01,21873,4.79,4.55,8.58,1.31,668,"(V20) (668) Spokane, WA",107.0,1.0,1.0,2.15,20026,2.88,2.21,3.61,10.64,19.48,9.09,17.22,13.6,1.0,"SPOKANE, WA",WA,"<[OK] Google - Geocode [Spokane, WA, USA]>",1,SPOKANE,"SPOKANE, WA",-1386.0,-2844.0,-5949.0,-9193.0,39827.0,43071.0,46176.0,47634.0,-1305,-6.06581760714,1847,9.22301008689,1488,-1664,7.43034055728,-7.60755269053,-211.827956989,2.0,17.0,2.04326923077,13.0,1.53846153846,53.0,5.90200445434,55.0,5.77124868835,107.0,10.0943396226,162.0,15.2830188679,11.9153674833,55.0,0.185474766355,0.308844859813,6.04,164.130434783,2.34,105.882352941,5.53,150.27173913,4.97,137.673130194,-0.75,-20.3804347826,-1.57,-54.5138888889,23.9576837416,19.0650943396,22.3006681514,20.6349056604,6.08,2.64,average,Washington                                                                                                                     ,603623.0,492077.0,-111545.0
8025,9.26,5.4,17.48,3.52,687,(V20) (687) MC WALLA WALLA WA,435.0,430.0,436.0,469.0,501.0,548.0,687wa,8919,11.57,11.12,16.7,2.31,9614,5.66,10.02,8.11,1.97,687,"(V20) (687) Walla Walla, WA",82.0,0.0,1.0,1.64,10517,1.29,2.88,8.3,11.37,15.93,11.59,35.82,6.59,,"WALLA WALLA, WA",WA,"<[OK] Google - Geocode [Walla Walla, WA 99362, USA]>",4,WALLA WALLA,"WALLA WALLA, WA",-437.0,-816.0,-1559.0,-2226.0,2340.0,3007.0,3750.0,4129.0,894,11.1401869159,-903,-8.58609869735,-2492,-695,-23.6949700485,-7.2290409819,-72.1107544141,1.0,-5.0,-1.16279069767,6.0,1.37614678899,33.0,7.03624733475,32.0,6.3872255489,47.0,8.57664233577,79.0,14.4160583942,17.4840085288,-3.0,0.16472195122,0.308853658537,5.72,105.925925926,7.14,247.916666667,-0.78,-14.4444444444,-0.19,-2.28915662651,-1.21,-22.4074074074,0.68,52.7131782946,17.1108742004,16.2755474453,22.4243070362,17.5437956204,2.31,4.02,small,Washington                                                                                                                     ,603623.0,492077.0,-111545.0
14702,3.0,4.42,9.19,1.58,692,(V20) (692) SORCCWHITE CITY OR,570.0,571.0,585.0,628.0,686.0,713.0,692wh,10272,8.23,13.89,14.49,1.76,12507,3.04,8.28,5.01,2.2,692,"(V20) (692) White City, OR",41.0,0.0,0.0,3.09,12310,1.51,2.61,7.65,9.56,4.38,3.79,24.85,30.95,,"WHITE CITY, OR",OR,"<[OK] Google - Geocode [White City, OR, USA]>",7,JACKSON,"JACKSON, OR",-1791.0,-3419.0,-6491.0,-9207.0,12237.0,14953.0,18025.0,19653.0,-4430,-30.1319548361,197,1.60032493907,2392,-2235,19.4313566206,-17.869992804,-193.436454849,0.0,1.0,0.175131348511,14.0,2.39316239316,43.0,6.84713375796,58.0,8.45481049563,27.0,3.78681626928,85.0,11.9214586255,6.52866242038,44.0,0.399775609756,0.677014634146,9.47,214.253393665,5.67,217.24137931,5.3,119.909502262,-2.64,-34.5098039216,0.18,4.07239819005,0.69,45.6953642384,23.4108280255,14.4067321178,19.601910828,17.5413744741,5.23,-0.05,small,Oregon                                                                                                                         ,331632.0,227671.0,-103962.0
1287,2.1,4.77,3.09,3.31,358,(V21) (358) RO MANILA PI,77.0,77.0,78.0,78.0,78.0,76.0,358ma,5522,2.23,3.6,5.32,5.92,3097,0.77,1.51,4.13,4.76,358,"(V21) (358) Manila, PI",,0.0,0.0,1.7,2292,6.86,6.96,5.14,10.0,0.0,0.0,0.0,0.0,,"MANILA, PI",PI,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,4235,329.05982906,805,35.1221640489,-1005,2425,-43.8481675393,78.3015821763,-341.293532338,0.0,0.0,0.0,1.0,1.28205128205,0.0,0.0,0.0,0.0,-2.0,-2.63157894737,-2.0,-2.63157894737,,,,,-1.17,-24.5283018868,-5.45,-78.3045977011,2.23,46.750524109,-1.01,-19.6498054475,2.61,54.7169811321,-2.1,-30.612244898,16.5,72.6578947368,29.3846153846,40.75,0.13,-0.93,small,,,,
14563,2.84,6.95,1.34,2.96,459,(V21) (459) HCS HONOLULU HI,749.0,757.0,846.0,871.0,936.0,1028.0,459ho,20397,5.0,7.48,4.61,5.1,18362,2.15,5.21,1.86,2.53,459,"(V21) (459) Honolulu, HI",92.0,1.0,0.0,0.72,15226,1.49,2.9,0.95,2.71,5.32,3.86,7.57,7.18,2.0,"HONOLULU, HI",HI,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,5834,40.0604271098,3136,20.5963483515,-663,2035,-4.35439380008,11.082670733,-406.938159879,1.0,8.0,1.05680317041,89.0,10.5200945626,25.0,2.87026406429,65.0,6.94444444444,92.0,8.94941634241,157.0,15.2723735409,10.5625717566,65.0,0.274554347826,0.657983695652,0.53,7.62589928058,2.31,79.6551724138,3.27,47.0503597122,0.91,95.7894736842,2.14,30.7913669065,1.04,69.7986577181,16.7198622273,19.8414396887,17.4810562572,17.8618677043,2.16,1.43,average,Hawaii                                                                                                                     ,121007.0,112872.0,-8134.0
17194,11.53,0.59,14.5,0.63,570,(V21) (570) HCS FRESNO CA,1055.0,1101.0,1142.0,1121.0,1200.0,1376.0,570fr,21131,11.46,1.05,15.6,0.5,24267,3.71,0.49,9.73,0.5,570,"(V21) (570) Fresno, CA",122.0,0.0,0.0,4.2,19732,0.89,0.37,8.77,7.93,8.29,10.55,8.0,10.07,,"FRESNO, CA",CA,"<[OK] Google - Geocode [Fresno, CA, USA]>",1,FRESNO,"FRESNO, CA",-4816.0,-8799.0,-15319.0,-20648.0,25360.0,30689.0,37209.0,41192.0,3937,22.8975223915,4535,22.9829718224,-2538,-3136,-12.8623555646,-12.9228994107,23.5618597321,0.0,46.0,4.17801998183,41.0,3.59019264448,-21.0,-1.87332738626,79.0,6.58333333333,176.0,12.7906976744,255.0,18.5319767442,10.8831400535,133.0,0.0339975409836,0.054212295082,0.46,77.9661016949,0.12,32.4324324324,1.1,186.440677966,0.96,10.9464082098,-0.13,-22.0338983051,-0.39,-43.8202247191,15.3380909902,15.3568313953,17.6021409456,17.6359011628,-0.07,-0.49,average,California,1851470.0,1150965.0,-700505.0
62511,13.08,4.82,16.07,2.26,612n.,,,,,,,,612n.,71638,10.71,11.78,10.76,1.58,69339,4.2,5.98,6.95,1.59,612,"(V21) (612) N. California, CA",,0.0,1.0,3.66,64997,1.01,2.48,7.09,,,,,,,"N. CALIFORNIA, CA",CA,"<[OK] Google - Geocode [612 N California St, Burbank, CA 91505, USA]>",9,LOS ANGELES,"LOS ANGELES, CA",-60912.0,-108643.0,-174881.0,-212579.0,115177.0,152875.0,219113.0,266844.0,9127,14.6006302891,4342,6.68030832192,-2486,2299,-3.82479191347,3.31559439853,-192.477876106,1.0,,,,,,,,,,,,,,,,,6.96,144.398340249,3.5,141.129032258,-5.31,-110.165975104,-0.14,-1.97461212976,-0.68,-14.1078838174,0.58,57.4257425743,,,,,-2.37,0.54,average,California,1851470.0,1150965.0,-700505.0
49766,6.82,6.54,7.32,5.92,640,(V21) (640) HCS PALO ALTO CA,3791.0,3823.0,4031.0,4133.0,4305.0,4416.0,640pa,46017,9.78,14.19,9.26,10.78,44416,4.76,6.72,7.08,6.66,640,"(V21) (640) Palo Alto, CA",165.0,1.0,0.0,2.73,44478,2.33,2.93,4.08,5.34,6.8,7.21,7.31,7.24,1.0,"PALO ALTO, CA",CA,"<[OK] Google - Geocode [Palo Alto, CA, USA]>",4,SANTA CLARA,"SANTA CLARA, CA",-12422.0,-23608.0,-40387.0,-48933.0,14883.0,23429.0,40208.0,51394.0,-3749,-7.53325563638,-62,-0.139394756958,5288,1601,11.889023787,3.60455691643,-69.723903177,1.0,32.0,0.837038974627,208.0,5.1600099231,102.0,2.46794096298,172.0,3.99535423926,111.0,2.51358695652,283.0,6.40851449275,3.99225744012,118.0,0.733920606061,1.63817090909,7.65,116.972477064,3.79,129.351535836,1.94,29.6636085627,3.0,73.5294117647,4.86,74.3119266055,4.33,185.836909871,12.0411323494,10.4205163043,10.7616743286,10.0579710145,2.96,2.03,large,California,1851470.0,1150965.0,-700505.0
26049,10.87,10.28,14.19,3.37,654,(V21) (654) HCS RENO NV,1113.0,1130.0,1188.0,1249.0,1309.0,1353.0,654re,28100,5.56,7.34,6.29,1.41,27086,1.57,3.08,4.73,0.68,654,"(V21) (654) Reno, NV",147.0,0.0,1.0,4.92,24654,2.84,6.06,9.19,5.66,11.01,7.11,4.76,10.29,1.0,"RENO, NV",NV,"<[OK] Google - Geocode [Reno, NV, USA]>",1,WASHOE,"WASHOE, NV",-3145.0,-5999.0,-11283.0,-16081.0,19757.0,24555.0,29839.0,32693.0,2051,7.87362278782,2432,9.86452502636,1395,1014,5.65831102458,3.74363139629,-27.311827957,1.0,17.0,1.50442477876,58.0,4.88215488215,61.0,4.8839071257,60.0,4.58365164248,44.0,3.25203252033,104.0,7.68662232077,11.7694155324,-43.0,0.514893877551,0.873450340136,-2.94,-28.5992217899,-2.98,-49.1749174917,-7.9,-76.8482490272,-4.46,-48.5310119695,-1.96,-19.0661478599,-2.16,-76.0563380282,20.8558847078,20.7686622321,19.738991193,20.0192165558,-5.31,-3.35,average,Nevada                                                                                                                         ,228027.0,172612.0,-55416.0
28503,7.63,11.75,7.02,5.23,662,(V21) (662) MC SAN FRANCISCO CA,2194.0,2296.0,2388.0,2560.0,2654.0,2875.0,662sa,37552,6.22,11.36,7.67,5.17,40031,2.08,5.64,4.01,2.64,662,"(V21) (662) San Francisco, CA",160.0,0.0,1.0,1.46,41386,1.58,3.68,2.93,6.95,9.57,7.13,7.28,9.17,2.0,"SAN FRANCISCO, CA",CA,"<[OK] Google - Geocode [San Francisco, CA, USA]>",3,SAN FRANCISCO,"SAN FRANCISCO, CA",-5380.0,-9641.0,-15694.0,-19316.0,7933.0,11555.0,17608.0,21869.0,9049,31.7475353472,-1355,-3.27405402793,-12883,-2479,-31.1288841637,-6.19270065699,-80.7575875184,1.0,102.0,4.4425087108,92.0,3.85259631491,172.0,6.71875,94.0,3.5418236624,221.0,7.68695652174,315.0,10.9565217391,6.25,155.0,0.5888,1.88,-0.39,-3.31914893617,1.96,53.2608695652,0.65,5.53191489362,1.08,36.8600682594,-0.06,-0.510638297872,1.06,67.0886075949,11.133984375,13.0615652174,16.16640625,13.923826087,-1.41,0.62,average,California,1851470.0,1150965.0,-700505.0
55370,8.02,6.4,7.28,4.98,593,(V22) (593) MC LAS VEGAS NV,1376.0,1677.0,1967.0,2078.0,2302.0,2372.0,593la,71115,14.83,10.65,16.83,6.51,47849,5.99,6.14,7.97,4.78,593,"(V22) (593) Las Vegas, NV",107.0,0.0,0.0,3.07,41853,2.4,4.1,3.3,10.87,7.37,6.28,10.31,10.12,3.0,"LAS VEGAS, NV",NV,"<[OK] Google - Geocode [Las Vegas, NV, USA]>",1,CLARK,"CLARK, NV",-11562.0,-21542.0,-37184.0,-50121.0,105332.0,118269.0,133911.0,143891.0,15745,28.4359761604,5996,14.3263326404,13517,23266,32.2963706305,48.6237956906,72.1239920101,0.0,301.0,17.9487179487,290.0,14.7432638536,111.0,5.3416746872,224.0,9.73066898349,70.0,2.95109612142,294.0,12.3946037099,5.14918190568,187.0,0.796242990654,1.24291588785,4.25,66.40625,2.04,49.756097561,9.55,149.21875,4.67,141.515151515,1.53,23.90625,2.38,99.1666666667,26.645813282,29.9810286678,20.1410009625,20.1724283305,6.81,2.92,average,Nevada                                                                                                                         ,228027.0,172612.0,-55416.0
49174,3.33,8.78,3.75,3.86,600,(V22) (600) HCS LONG BEACH CA,2308.0,2358.0,2343.0,2361.0,2597.0,2798.0,600lo,54129,8.31,9.55,8.71,6.18,58863,2.09,4.16,4.24,3.27,600,"(V22) (600) Long Beach, CA",140.0,0.0,0.0,1.58,49445,2.21,5.69,2.56,6.99,8.52,5.34,7.63,6.21,7.0,"LONG BEACH, CA",CA,"<[OK] Google - Geocode [Long Beach, CA, USA]>",1,LOS ANGELES,"LOS ANGELES, CA",-60912.0,-108643.0,-174881.0,-212579.0,115177.0,152875.0,219113.0,266844.0,4955,10.0764631716,9418,19.0474264334,-271,-4734,-0.548083729396,-8.04240354722,1646.86346863,0.0,50.0,2.12044105174,-15.0,-0.640204865557,18.0,0.762388818297,236.0,9.08740854832,201.0,7.18370264475,437.0,15.6182987848,5.92969080898,297.0,0.959577857143,1.48068428571,0.77,8.76993166287,-1.53,-26.8892794376,4.96,56.4920273349,1.68,65.625,2.32,26.423690205,1.06,47.963800905,20.8276154172,19.3456040029,20.9423972893,21.0375268049,4.98,0.51,average,California,1851470.0,1150965.0,-700505.0
62831,7.38,8.0,9.95,4.54,605,(V22) (605) MC LOMA LINDA CA,2374.0,2341.0,2431.0,2489.0,2608.0,2809.0,605lo,89684,9.37,11.89,9.04,8.86,57647,5.89,7.28,7.58,4.48,605,"(V22) (605) Loma Linda, CA",215.0,0.0,0.0,3.08,53584,3.59,3.46,6.11,8.23,3.41,10.79,4.72,6.09,10.0,"LOMA LINDA, CA",CA,"<[OK] Google - Geocode [Loma Linda, CA, USA]>",5,SAN BERNARDINO,"SAN BERNARDINO, CA",-7441.0,-13974.0,-23426.0,-28733.0,86332.0,91639.0,101091.0,107624.0,26853,42.738457131,4063,7.58248730964,9247,32037,17.25701702,55.5744444637,246.458310804,0.0,-33.0,-1.40965399402,90.0,3.70218017277,58.0,2.3302531137,119.0,4.56288343558,201.0,7.15557137771,320.0,11.3919544322,8.63800723182,105.0,0.400555348837,0.926139534884,3.89,48.625,3.82,110.404624277,-0.91,-11.375,1.47,24.0589198036,4.32,54.0,0.89,24.791086351,25.2434712736,31.9273762905,21.5283246284,20.522249911,1.99,2.81,average,California,1851470.0,1150965.0,-700505.0
61038,9.4,6.67,9.57,6.86,664,(V22) (664) HCS SAN DIEGO CA,2775.0,2815.0,2991.0,3028.0,3158.0,3173.0,664sa,69001,9.94,5.48,11.18,8.26,60297,4.75,2.68,8.13,5.38,664,"(V22) (664) San Diego, CA",144.0,2.0,1.0,2.25,60802,3.0,2.16,3.84,6.32,6.38,7.25,6.44,7.21,4.0,"SAN DIEGO, CA",CA,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,7963,13.0459713621,-505,-0.830564784053,236,8704,0.388145126805,14.4352123655,3588.13559322,3.0,40.0,1.42095914742,176.0,5.88431962554,37.0,1.22192866579,130.0,4.11652944902,15.0,0.47273873306,145.0,4.56980775292,4.75561426684,1.0,0.4542,1.40255277778,-1.19,-17.8410794603,0.52,24.0740740741,1.61,24.1379310345,4.29,111.71875,1.4,20.9895052474,2.38,79.3333333333,20.1578599736,21.7462968799,20.0799207398,19.0031515916,0.54,2.5,large,California,1851470.0,1150965.0,-700505.0
80701,9.95,6.46,13.35,4.53,691,(V22) (691) HCS W/LOS ANGELES CA,4891.0,4868.0,4844.0,5041.0,5137.0,5090.0,691gr,89208,14.65,10.48,15.2,6.46,70257,6.83,5.75,9.58,4.24,691,(V22) (691) Greater Los Angeles HCS,108.0,1.0,2.0,4.39,65683,4.49,4.64,6.68,6.78,6.76,4.82,6.72,7.96,3.0,GREATER LOS ANGELES HCS,CS,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,8507,10.5413811477,4574,6.96375013322,15018,18951,22.8643636862,26.9738246723,26.1885737115,3.0,-23.0,-0.472473294988,-24.0,-0.495458298927,197.0,3.90795477088,96.0,1.86879501655,-47.0,-0.923379174853,49.0,0.962671905697,2.14243205713,-59.0,2.16576296296,3.01526481481,4.02,62.2291021672,1.11,23.9224137931,1.85,28.6377708978,2.9,43.4131736527,1.93,29.8761609907,-0.25,-5.56792873051,16.0089268002,17.526129666,13.0297560008,13.8029469548,4.7,2.44,large,,,,
17514,4.48,5.39,4.42,1.71,437,(V23) (437) HCS FARGO ND,893.0,882.0,934.0,996.0,1048.0,1086.0,437fa,24115,8.04,4.81,10.1,1.93,18543,3.19,2.68,6.0,1.01,437,"(V23) (437) Fargo, ND",46.0,0.0,0.0,1.8,18930,1.37,1.69,3.54,14.88,8.93,12.8,15.53,9.99,1.0,"FARGO, ND",ND,"<[OK] Google - Geocode [Fargo, ND, USA]>",1,CASS,"CASS, ND",-222.0,-453.0,-856.0,-1300.0,9240.0,9684.0,10087.0,10318.0,6601,37.6898481215,-387,-2.04437400951,-1416,5572,-7.48019017433,30.0490751227,-493.502824859,0.0,-11.0,-1.24716553288,52.0,5.56745182013,62.0,6.22489959839,52.0,4.96183206107,38.0,3.49907918969,90.0,8.28729281768,4.61847389558,44.0,0.36592173913,1.16705217391,-0.58,-10.7606679035,0.99,58.5798816568,5.68,105.380333952,2.46,69.4915254237,0.22,4.08163265306,-0.36,-26.2773722628,17.5843373494,22.2053406998,19.0060240964,17.0745856354,3.56,1.39,average,North Dakota                                                                                                                   ,57395.0,52298.0,-5097.0
19971,3.65,3.91,5.94,4.84,438,(V23) (438) HCS SIOUX FALLS SD,898.0,857.0,898.0,942.0,1012.0,1067.0,438si,26511,10.33,3.57,12.35,3.15,21436,4.46,2.28,8.57,2.36,438,"(V23) (438) Sioux Falls, SD",65.0,0.0,0.0,2.99,18226,3.85,3.03,5.03,13.48,5.97,10.15,5.5,10.13,1.0,"SIOUX FALLS, SD",SD,"<[OK] Google - Geocode [Sioux Falls, SD, USA]>",2,MINNEHAHA,"MINNEHAHA, SD",-444.0,-936.0,-1901.0,-3067.0,11026.0,12192.0,13157.0,13649.0,6540,32.7474838516,3210,17.6122023483,1745,5075,9.5742346099,23.6751259563,190.830945559,0.0,-41.0,-4.78413068845,41.0,4.56570155902,44.0,4.67091295117,70.0,6.91699604743,55.0,5.15463917526,125.0,11.7150890347,6.90021231423,60.0,0.439116923077,0.566649230769,-0.34,-8.69565217391,-0.75,-24.7524752475,6.41,163.938618926,3.54,70.3777335984,-1.69,-43.2225063939,-1.49,-38.7012987013,21.2006369427,24.8462980319,19.3481953291,20.0899718838,6.68,1.47,average,South Dakota                                                                                                                   ,72030.0,67064.0,-4966.0
12773,5.79,4.03,8.3,3.47,568,(V23) (568) HCS FORT MEADE SD,1093.0,1036.0,1043.0,1059.0,1105.0,1101.0,568bl,12849,11.55,4.86,15.46,5.07,14029,5.46,5.26,9.66,2.94,568,"(V23) (568) Black Hills HCS, SD",20.0,0.0,0.0,2.46,13315,1.95,2.74,5.52,12.68,10.26,10.46,15.52,15.55,,"BLACK HILLS HCS, SD",SD,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,76,0.595005088859,714,5.36237326324,-542,-1180,-4.07059707097,-8.41114833559,117.712177122,0.0,-57.0,-5.50193050193,7.0,0.671140939597,16.0,1.51085930123,46.0,4.1628959276,-4.0,-0.363306085377,42.0,3.81471389646,1.88857412653,22.0,1.45083,2.133885,0.83,20.5955334988,2.52,91.9708029197,7.16,177.667493797,4.14,75.0,1.6,39.7022332506,0.99,50.7692307692,12.0613786591,11.6702997275,12.5731822474,12.7420526794,5.76,3.0,average,South Dakota                                                                                                                   ,72030.0,67064.0,-4966.0
