Location 102016 Pending,"1. Total Appts
Scheduled","2. Appts
Scheduled 30
Days or Under","3. Percent
Appts
Scheduled
30 Days or
Under","4. Appts
Scheduled Over
30 Days","5. Percent
Appts
Scheduled
Over 30
Days","6. New
Enroll Appt
Req","7. EWL
Count","8. Appts
Between 0å_14
Days","9. EWL 0å_
14 Days","10. Appts
Between 15å_30
Days","11. EWL 15
å_30 days","12. Appts
Between 31å_60
Days","13. EWL 31
å_60 Days","14. Appts
Between 61å_90
Days","15. EWL 61
å_90 Days","16. Appts
Between 91å_
120 Days","17. EWL 91
å_120 Days","18. Appts
Beyond 120
Days","19. EWL
Greater
than 120
Days","20. PC
Avg
Wait
Time","21. SC
Avg
Wait
Time","22. MH
Avg
Wait
Time"
(V18) (501GI) Alamogordo,609,602,98.85%,7,1.15%,0,0,563,0,39,0,2,0,4,0,0,0,1,0,5.16,0,17.76
(V18) (501GJ) Durango,804,795,98.88%,9,1.12%,0,0,793,0,2,0,7,0,2,0,0,0,0,0,0.2,0,1.43
(V18) (501GK) Santa Fe,857,832,97.08%,25,2.92%,0,0,797,0,35,0,11,0,14,0,0,0,0,0,3.01,4.63,7.04
(V18) (501GM) Northwest Metro VA Clinic,"2,939","2,714",92.34%,225,7.66%,0,1,"2,428",1,286,0,141,0,78,0,3,0,3,0,4.52,14.84,8.58
(V18) (501HB) Raton,242,241,99.59%,1,0.41%,0,0,236,0,5,0,1,0,0,0,0,0,0,0,2.33,0,4.89
(V18) (501MA) IDES Kirtland AFB,1,1,100.00%,0,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0
"(V18) (504) Amarillo, TX","21,802","17,937",82.27%,"3,865",17.73%,8,156,"16,317",45,"1,620",30,"2,224",32,937,22,372,19,332,6,22.5,21.13,6.58
(V18) (504) Thomas E Creek VAMC,"15,059","12,241",81.29%,"2,818",18.71%,0,104,"11,052",24,"1,189",28,"1,652",19,680,13,229,15,257,3,26.96,21.5,2.49
(V18) (504BY) Lubbock TX,"6,182","5,151",83.32%,"1,031",16.68%,0,50,"4,732",21,419,1,558,12,255,9,143,4,75,3,15.64,19.8,15.99
(V18) (504BZ) Clovis,473,470,99.37%,3,0.63%,0,2,466,0,4,1,3,1,0,0,0,0,0,0,1.78,6,1.21
(V18) (504GA) Childress,51,40,78.43%,11,21.57%,0,0,35,0,5,0,9,0,2,0,0,0,0,0,17.79,,0
(V18) (504HB) Dalhart,37,35,94.59%,2,5.41%,0,0,32,0,3,0,2,0,0,0,0,0,0,0,7.48,8,0.33
"(V18) (519) Big Spring, TX","10,575","9,978",94.35%,597,5.65%,5,8,"8,993",2,985,2,463,4,116,0,12,0,6,0,5.44,11.17,6
(V18) (519) George H OBrien Jr VAMC,"4,690","4,413",94.09%,277,5.91%,0,1,"4,011",0,402,0,249,1,22,0,5,0,1,0,5.63,10.43,3.06
(V18) (519GA) Permian Basin,"1,096","1,076",98.18%,20,1.82%,0,0,968,0,108,0,13,0,3,0,3,0,1,0,4.37,8.73,3.55
(V18) (519GB) Hobbs,257,247,96.11%,10,3.89%,0,0,239,0,8,0,9,0,1,0,0,0,0,0,2.33,29,4.9
(V18) (519GD) Fort Stockton,39,33,84.62%,6,15.38%,0,0,19,0,14,0,6,0,0,0,0,0,0,0,15.97,,
(V18) (519HC) Abilene,"2,457","2,256",91.82%,201,8.18%,0,2,"1,909",1,347,1,121,0,74,0,3,0,3,0,7.72,15.95,11.29
(V18) (519HD) Stamford,8,8,100.00%,0,0.00%,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,,
(V18) (519HF) San Angelo,"2,028","1,945",95.91%,83,4.09%,0,5,"1,839",1,106,1,65,3,16,0,1,0,1,0,3.54,10.15,7.86
"(V18) (644) Phoenix, AZ","89,835","81,669",90.91%,"8,166",9.09%,2,393,"76,244",49,"5,425",66,"5,099",57,"1,840",42,739,17,488,158,9.14,11.47,3.56
(V18) (644) Carl T Hayden VAMC,"63,383","57,166",90.19%,"6,217",9.81%,0,313,"53,051",47,"4,115",66,"3,947",57,"1,327",35,576,17,367,87,11.02,10.23,3.58
(V18) (644BY) Southeast,"13,687","12,363",90.33%,"1,324",9.67%,0,8,"11,601",1,762,0,656,0,411,6,145,0,112,1,7.45,26.05,3.8
(V18) (644GA) Sun City,"7,514","7,170",95.42%,344,4.58%,0,1,"6,928",0,242,0,255,0,75,1,10,0,4,0,5.71,6.43,4.38
(V18) (644GB) Show Low,"1,296","1,250",96.45%,46,3.55%,0,70,"1,191",0,59,0,26,0,9,0,8,0,3,70,5.75,21.63,2.53
(V18) (644GD) Payson,111,111,100.00%,0,0.00%,0,0,111,0,0,0,0,0,0,0,0,0,0,0,5.71,,0.57
(V18) (644GE) Thunderbird,"2,561","2,391",93.36%,170,6.64%,0,1,"2,211",1,180,0,157,0,12,0,0,0,1,0,9.81,4.62,0.95
(V18) (644GF) Globe,85,83,97.65%,2,2.35%,0,0,77,0,6,0,1,0,1,0,0,0,0,0,3.89,63,0.97
"(V18) (644GG) Northeast Phoenix VA
Clinic","1,198","1,135",94.74%,63,5.26%,0,0,"1,074",0,61,0,57,0,5,0,0,0,1,0,7.77,5.27,3.51
(V18) (649) Northern Arizona HCS,"16,404","14,417",87.89%,"1,987",12.11%,13,538,"13,230",111,"1,187",75,"1,040",112,635,39,228,73,84,128,9.03,17.61,4.64
(V18) (649) Bob Stump VAMC,"11,802","10,100",85.58%,"1,702",14.42%,0,537,"9,276",110,824,75,824,112,578,39,219,73,81,128,8.07,17.92,6.32
(V18) (649GA) Kingman,"1,165","1,138",97.68%,27,2.32%,0,1,"1,054",1,84,0,23,0,2,0,2,0,0,0,6.81,4.94,0.97
(V18) (649GB) Flagstaff,625,583,93.28%,42,6.72%,0,0,509,0,74,0,40,0,2,0,0,0,0,0,11.73,3.91,0.34
(V18) (649GC) Lake Havasu,"1,670","1,517",90.84%,153,9.16%,0,0,"1,416",0,101,0,106,0,40,0,5,0,2,0,10.77,1.28,2.27
(V18) (649GD) Anthem,321,308,95.95%,13,4.05%,0,0,263,0,45,0,10,0,0,0,2,0,1,0,10.88,23.5,0.27
(V18) (649GE) Cottonwood,821,771,93.91%,50,6.09%,0,0,712,0,59,0,37,0,13,0,0,0,0,0,9.41,4.2,1.03
(V18) (678) Southern Arizona HCS,"54,592","50,625",92.73%,"3,967",7.27%,1,166,"47,036",21,"3,589",31,"2,106",44,"1,000",33,482,13,379,24,6.21,8.43,3.08
(V18) (678) Tucson VAMC,"39,197","35,648",90.95%,"3,549",9.05%,0,131,"32,961",16,"2,687",29,"1,836",35,909,28,442,10,362,13,6.68,9.2,3.02
(V18) (678GA) Sierra Vista,"4,021","3,855",95.87%,166,4.13%,0,21,"3,573",2,282,1,113,4,28,4,20,2,5,8,6.6,6.05,5.78
(V18) (678GB) Yuma,"2,369","2,280",96.24%,89,3.76%,0,6,"2,196",2,84,0,66,1,20,0,3,0,0,3,5.91,2.28,1.49
(V18) (678GC) Casa Grande,"2,536","2,498",98.50%,38,1.50%,0,8,"2,448",1,50,1,14,4,17,1,5,1,2,0,3.48,2.02,4.22
(V18) (678GD) Safford,291,283,97.25%,8,2.75%,0,0,260,0,23,0,8,0,0,0,0,0,0,0,7.1,1.17,1.87
(V18) (678GE) Green Valley,587,566,96.42%,21,3.58%,0,0,549,0,17,0,11,0,3,0,2,0,5,0,5.81,4.25,1.32
"(V18) (678GF) Northwest Tucson VA
Clinic","3,224","3,186",98.82%,38,1.18%,0,0,"2,929",0,257,0,17,0,17,0,3,0,1,0,5.15,4.64,3.1
"(V18) (678GG) Southeast Tucson VA
Clinic","2,346","2,288",97.53%,58,2.47%,0,0,"2,099",0,189,0,41,0,6,0,7,0,4,0,7.95,3.78,2.74
(V18) (678MA) IDES Davis-Monthan AFB,6,6,100.00%,0,0.00%,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,0,0
(V18) (678MB) IDES Fort Huachuca,15,15,100.00%,0,0.00%,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,0,0
"(V18) (756) El Paso, TX","44,429","41,927",94.37%,"2,502",5.63%,4,0,"38,827",0,"3,100",0,"1,272",0,664,0,332,0,234,0,12.5,6.09,5
(V18) (756) El Paso VA Clinic,"37,488","35,144",93.75%,"2,344",6.25%,0,0,"32,619",0,"2,525",0,"1,171",0,616,0,325,0,232,0,14.98,6.13,5.24
(V18) (756GA) Las Cruces,"2,824","2,793",98.90%,31,1.10%,0,0,"2,682",0,111,0,19,0,9,0,2,0,1,0,1.94,3.42,3.94
(V18) (756GB) El Paso Eastside,"4,052","3,925",96.87%,127,3.13%,0,0,"3,461",0,464,0,82,0,39,0,5,0,1,0,8.55,2.64,4.79
(V18) (756MA) IDES Fort Bliss,65,65,100.00%,0,0.00%,0,0,65,0,0,0,0,0,0,0,0,0,0,0,,6.81,7.67
(V19) (436) Montana HCS,"25,439","21,004",82.57%,"4,435",17.43%,22,"1,101","18,728",204,"2,276",149,"2,310",357,"1,281",303,548,82,296,5,15.41,20.03,4.32
"(V19) (436) Fort Harrison VA Medical
Center","10,198","8,226",80.66%,"1,972",19.34%,0,659,"7,195",104,"1,031",105,"1,002",238,600,175,227,33,143,4,18.16,18.99,5.12
(V19) (436GA) Anaconda,336,329,97.92%,7,2.08%,0,0,319,0,10,0,6,0,1,0,0,0,0,0,2.52,1.33,1.97
(V19) (436GB) Great Falls,"1,381","1,267",91.75%,114,8.25%,0,0,"1,061",0,206,0,88,0,22,0,4,0,0,0,13.63,18.16,2.53
(V19) (436GC) Missoula,"3,500","2,958",84.51%,542,15.49%,0,29,"2,713",26,245,3,242,0,219,0,50,0,31,0,17.26,15.94,6.78
(V19) (436GD) Bozeman,"1,312","1,053",80.26%,259,19.74%,0,61,939,3,114,5,141,25,73,22,42,6,3,0,8.32,34.09,2.45
(V19) (436GF) Kalispell,"2,158","1,625",75.30%,533,24.70%,0,0,"1,447",0,178,0,280,0,68,0,127,0,58,0,27.08,38.18,4.21
(V19) (436GH) Billings,"4,855","3,879",79.90%,976,20.10%,0,352,"3,480",71,399,36,522,94,296,106,98,43,60,1,8.83,23.48,2.33
(V19) (436GI) Glasgow,191,182,95.29%,9,4.71%,0,0,149,0,33,0,7,0,1,0,0,0,1,0,8.23,16.6,0
(V19) (436GJ) Miles City VA Clinic,597,592,99.16%,5,0.84%,0,0,581,0,11,0,5,0,0,0,0,0,0,0,0.94,0.17,6.94
(V19) (436GK) Glendive,152,151,99.34%,1,0.66%,0,0,145,0,6,0,1,0,0,0,0,0,0,0,3.32,8.7,2
(V19) (436GL) Cut Bank,203,196,96.55%,7,3.45%,0,0,181,0,15,0,6,0,1,0,0,0,0,0,4.52,59,6.88
(V19) (436GM) Lewistown,345,336,97.39%,9,2.61%,0,0,316,0,20,0,9,0,0,0,0,0,0,0,2.64,2.47,5.93
(V19) (436HC) Merril Lundman VA OPC,211,210,99.53%,1,0.47%,0,0,202,0,8,0,1,0,0,0,0,0,0,0,2.61,0,1.88
"(V19) (442) Cheyenne, WY","18,174","16,409",90.29%,"1,765",9.71%,16,1,"15,090",1,"1,319",0,"1,108",0,508,0,89,0,60,0,4.56,11.71,7.04
(V19) (442) Cheyenne VA Medical Center,"10,168","9,162",90.11%,"1,006",9.89%,0,1,"8,358",1,804,0,599,0,318,0,54,0,35,0,5.24,10.49,8.4
(V19) (442GB) Sidney,144,141,97.92%,3,2.08%,0,0,138,0,3,0,3,0,0,0,0,0,0,0,0.66,2.88,5.71
(V19) (442GC) Fort Collins,"3,617","3,227",89.22%,390,10.78%,0,0,"2,991",0,236,0,312,0,60,0,13,0,5,0,5.07,13.01,6.81
(V19) (442GD) Greeley,"3,710","3,357",90.49%,353,9.51%,0,0,"3,099",0,258,0,183,0,128,0,22,0,20,0,4.2,15.79,5.14
"(V19) (442HK) Wheatland VA Mobile
Clinic",472,465,98.52%,7,1.48%,0,0,459,0,6,0,5,0,2,0,0,0,0,0,1.64,,4.22
(V19) (442QA) Rawlins,63,57,90.48%,6,9.52%,0,0,45,0,12,0,6,0,0,0,0,0,0,0,9.26,,0
"(V19) (554) Denver, CO","76,858","63,147",82.16%,"13,711",17.84%,23,590,"56,854",224,"6,293",116,"6,727",102,"4,082",77,"1,782",43,"1,120",28,15.38,18.97,9.39
(V19) (554) Denver VA Medical Center,"36,119","29,690",82.20%,"6,429",17.80%,0,82,"26,310",28,"3,380",19,"3,585",18,"1,670",8,620,4,554,5,13.69,17.32,9.51
(V19) (5549AB) VANURS Pueblo,1,1,100.00%,0,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
(V19) (554GB) Aurora,"3,722","3,057",82.13%,665,17.87%,0,2,"2,777",1,280,0,225,0,218,0,215,0,7,1,18.46,7.3,10.43
(V19) (554GC) Golden,"6,013","5,624",93.53%,389,6.47%,0,1,"5,154",0,470,0,356,0,29,0,2,0,2,1,7.56,9.87,1.23
(V19) (554GD) Pueblo,"6,837","5,884",86.06%,953,13.94%,0,195,"5,356",46,528,39,453,25,280,49,153,32,67,4,18.09,12.54,7.58
"(V19) (554GE) PFC Floyd K Lindstrom VA
Clinic","22,384","17,186",76.78%,"5,198",23.22%,0,310,"15,722",149,"1,464",58,"2,042",59,"1,878",20,792,7,486,17,18.5,27.85,12.67
(V19) (554GF) Alamosa,430,373,86.74%,57,13.26%,0,0,317,0,56,0,50,0,7,0,0,0,0,0,13.94,12.31,2.6
(V19) (554GG) La Junta,653,644,98.62%,9,1.38%,0,0,619,0,25,0,8,0,0,0,0,0,1,0,1.85,6.19,4.11
(V19) (554GH) Lamar,290,284,97.93%,6,2.07%,0,0,240,0,44,0,5,0,0,0,0,0,1,0,9.32,0.7,2.19
(V19) (554GI) Burlington,320,315,98.44%,5,1.56%,0,0,275,0,40,0,3,0,0,0,0,0,2,0,10.24,0,2.62
(V19) (554MA) IDES Fort Carson,89,89,100.00%,0,0.00%,0,0,83,0,6,0,0,0,0,0,0,0,0,0,,4.21,2.54
"(V19) (575) Grand Junction, CO","10,929","9,952",91.06%,977,8.94%,13,163,"9,215",29,737,19,577,36,248,35,58,9,94,35,16.72,8.12,1.83
(V19) (575) Grand Junction VAMC,"9,994","9,093",90.98%,901,9.02%,0,163,"8,418",29,675,19,543,36,232,35,49,9,77,35,16.65,8.24,1.79
(V19) (575GA) Montrose,762,719,94.36%,43,5.64%,0,0,664,0,55,0,28,0,7,0,7,0,1,0,4.66,7.7,2.44
"(V19) (575GB) Major William Edward
Adams VA Clinic",173,140,80.92%,33,19.08%,0,0,133,0,7,0,6,0,9,0,2,0,16,0,43.63,2.67,3.94
"(V19) (660) Salt Lake City, UT","44,812","37,915",84.61%,"6,897",15.39%,22,635,"33,971",61,"3,944",122,"3,681",149,"1,716",162,874,68,626,72,9.23,14.92,7.44
(V19) (660) George E. Wahlen VAMC,"34,051","27,866",81.84%,"6,185",18.16%,0,635,"24,402",61,"3,464",122,"3,259",149,"1,504",162,827,68,595,72,12.57,15.21,6.33
(V19) (660GA) Pocatello,"2,037","1,986",97.50%,51,2.50%,0,0,"1,908",0,78,0,40,0,7,0,0,0,4,0,3.67,7.23,3.46
(V19) (660GB) Ogden,"3,726","3,321",89.13%,405,10.87%,0,0,"3,188",0,133,0,210,0,155,0,26,0,14,0,9.36,12.9,16.97
(V19) (660GD) Roosevelt,217,213,98.16%,4,1.84%,0,0,208,0,5,0,3,0,0,0,0,0,1,0,2.44,11.64,0.32
(V19) (660GE) Orem,"2,073","1,907",91.99%,166,8.01%,0,0,"1,800",0,107,0,103,0,43,0,10,0,10,0,9.37,13.94,4.93
(V19) (660GG) St. George,"1,267","1,237",97.63%,30,2.37%,0,0,"1,193",0,44,0,19,0,3,0,7,0,1,0,1.75,4.06,4.12
(V19) (660GJ) Western Salt Lake,"1,368","1,316",96.20%,52,3.80%,0,0,"1,204",0,112,0,45,0,4,0,3,0,0,0,4.26,10.38,1.84
"(V19) (660GK) Elko, NV",52,48,92.31%,4,7.69%,0,0,47,0,1,0,2,0,0,0,1,0,1,0,2.08,5.36,48
(V19) (660MA) IDES Hill AFB,21,21,100.00%,0,0.00%,0,0,21,0,0,0,0,0,0,0,0,0,0,0,,0,0
"(V19) (666) Sheridan, WY","6,332","5,839",92.21%,493,7.79%,14,5,"5,331",1,508,1,350,1,104,2,29,0,10,0,7.95,12.89,2.76
(V19) (666) Sheridan VA Medical Center,"2,543","2,215",87.10%,328,12.90%,0,5,"1,916",1,299,1,247,1,61,2,18,0,2,0,15.31,14.58,2.35
(V19) (666GB) Casper,"1,497","1,394",93.12%,103,6.88%,0,0,"1,301",0,93,0,60,0,26,0,11,0,6,0,8.77,5.34,4.15
(V19) (666GC) Riverton,906,894,98.68%,12,1.32%,0,0,860,0,34,0,10,0,2,0,0,0,0,0,2.45,1.43,1.54
(V19) (666GD) Powell,454,416,91.63%,38,8.37%,0,0,370,0,46,0,23,0,13,0,0,0,2,0,9.55,6.4,5.76
(V19) (666GE) Gillette,350,343,98.00%,7,2.00%,0,0,322,0,21,0,6,0,1,0,0,0,0,0,4.6,2.1,1.31
(V19) (666GF) Rock Springs,582,577,99.14%,5,0.86%,0,0,562,0,15,0,4,0,1,0,0,0,0,0,1.89,2.73,1.49
"(V20) (463) Anchorage, AK","6,568","6,282",95.65%,286,4.35%,65,1,"5,885",1,397,0,179,0,100,0,3,0,4,0,2.98,7.84,2.88
(V20) (463) Alaska VA Medical Center,"4,389","4,127",94.03%,262,5.97%,0,1,"3,795",1,332,0,157,0,98,0,3,0,4,0,4.09,7.92,3.79
(V20) (463BU) Anchorage DCHV,443,443,100.00%,0,0.00%,0,0,441,0,2,0,0,0,0,0,0,0,0,0,,,0.35
(V20) (463GA) Fairbanks,631,611,96.83%,20,3.17%,0,0,569,0,42,0,19,0,1,0,0,0,0,0,2.69,9.74,0.88
(V20) (463GB) Kenai,672,669,99.55%,3,0.45%,0,0,652,0,17,0,3,0,0,0,0,0,0,0,0.2,4.69,0.65
(V20) (463GC) Mat-Su,433,432,99.77%,1,0.23%,0,0,428,0,4,0,0,0,1,0,0,0,0,0,0.38,,2.08
"(V20) (531) Boise, ID","18,531","14,971",80.79%,"3,560",19.21%,2,228,"13,129",87,"1,842",44,"2,079",46,972,30,311,6,198,15,13.53,20.93,3.47
(V20) (531) Boise VA Medical Center,"16,163","13,044",80.70%,"3,119",19.30%,0,228,"11,398",87,"1,646",44,"1,876",46,816,30,269,6,158,15,14.16,19.76,3.52
(V20) (531GE) Twin Falls,722,694,96.12%,28,3.88%,0,0,658,0,36,0,17,0,4,0,3,0,4,0,5.59,1.35,5.33
(V20) (531GG) Caldwell,"1,643","1,230",74.86%,413,25.14%,0,0,"1,070",0,160,0,186,0,152,0,39,0,36,0,15.08,41.19,2.25
(V20) (531MA) IDES Mt Home AFB,1,1,100.00%,0,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,
(V20) (531MB) IDES Idaho ANG,2,2,100.00%,0,0.00%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0
"(V20) (648) Portland, OR","78,504","68,820",87.66%,"9,684",12.34%,4,"1,140","62,057",112,"6,763",97,"5,845",156,"1,920",60,"1,123",103,796,605,9.88,14.94,3.29
(V20) (648) Portland VA Medical Center,"50,791","44,544",87.70%,"6,247",12.30%,0,310,"40,774",34,"3,770",43,"3,396",54,"1,399",12,914,11,538,155,15.35,14.02,1.01
(V20) (648A4) Vancouver,"11,056","9,339",84.47%,"1,717",15.53%,0,156,"8,057",14,"1,282",11,"1,172",33,238,1,119,13,188,84,11.41,18.35,5.49
(V20) (648BU) VADOM Vancouver,149,144,96.64%,5,3.36%,0,0,142,0,2,0,3,0,2,0,0,0,0,0,,,
(V20) (648GA) Bend,"3,096","2,821",91.12%,275,8.88%,0,33,"2,494",22,327,11,227,0,39,0,5,0,4,0,8.35,9.52,7.5
(V20) (648GB) Salem,"6,663","5,692",85.43%,971,14.57%,0,640,"4,967",41,725,32,683,69,194,47,64,79,30,366,7.77,20.2,5.77
(V20) (648GD) North Coast,459,448,97.60%,11,2.40%,0,0,429,0,19,0,7,0,3,0,0,0,1,0,5.3,0,1.75
(V20) (648GE) Fairview,"2,084","1,995",95.73%,89,4.27%,0,0,"1,831",0,164,0,60,0,18,0,3,0,8,0,6.78,35.39,1.31
(V20) (648GF) Hillsboro,"2,859","2,549",89.16%,310,10.84%,0,0,"2,189",0,360,0,250,0,16,0,18,0,26,0,8.86,17.25,3.3
(V20) (648GG) West Linn,"1,347","1,288",95.62%,59,4.38%,0,1,"1,174",1,114,0,47,0,11,0,0,0,1,0,6.75,13.12,4.55
"(V20) (653) Roseburg, OR","26,147","22,739",86.97%,"3,408",13.03%,71,239,"21,047",132,"1,692",37,"1,472",36,"1,045",26,518,2,373,6,7.9,16.03,3.2
(V20) (653) Roseburg VA Medical Center,"14,257","12,481",87.54%,"1,776",12.46%,0,53,"11,630",17,851,9,846,17,544,4,268,0,118,6,7.65,13.13,4.09
(V20) (653BY) Eugene,"9,936","8,410",84.64%,"1,526",15.36%,0,108,"7,677",88,733,6,586,12,462,2,237,0,241,0,7.3,21.27,2.29
(V20) (653GA) North Bend,"1,388","1,302",93.80%,86,6.20%,0,64,"1,243",18,59,22,28,5,33,19,12,0,13,0,10.41,7.2,1.21
(V20) (653GB) Brookings,566,546,96.47%,20,3.53%,0,14,497,9,49,0,12,2,6,1,1,2,1,0,8.75,0,5.28
"(V20) (663) VA Puget Sound, WA","72,506","65,921",90.92%,"6,585",9.08%,264,"2,190","60,243",394,"5,678",258,"4,344",293,"1,886",138,241,131,114,971,8.87,13.24,1.81
(V20) (663A4) American Lake,"28,743","25,392",88.34%,"3,351",11.66%,0,446,"22,900",135,"2,492",94,"2,133",76,"1,092",35,99,39,27,64,11.43,17.61,0.97
(V20) (663GA) Bellevue,"1,776","1,740",97.97%,36,2.03%,0,0,"1,660",0,80,0,11,0,23,0,2,0,0,0,6.1,0.35,3
(V20) (663GB) Bremerton,836,813,97.25%,23,2.75%,0,189,731,29,82,31,15,19,6,4,0,8,2,98,6.71,3.7,1.09
(V20) (663GC) Mount Vernon,"2,863","2,709",94.62%,154,5.38%,0,442,"2,469",50,240,55,136,59,12,31,3,16,3,229,5.45,9.94,0.4
(V20) (663GD) South Sound,"1,354","1,239",91.51%,115,8.49%,0,29,975,14,264,14,89,1,26,0,0,0,0,0,9.9,32.8,13.81
"(V20) (663HK) Puget Sound VA Mobile
Clinic",91,72,79.12%,19,20.88%,0,0,56,0,16,0,19,0,0,0,0,0,0,0,13.62,,
"(V20) (668) Spokane, WA","20,209","17,809",88.12%,"2,400",11.88%,32,204,"16,129",58,"1,680",17,"1,486",59,745,5,117,3,52,61,9.72,14.34,3.01
(V20) (668) Mann-Grandstaff VAMC,"17,479","15,278",87.41%,"2,201",12.59%,0,199,"13,761",56,"1,517",14,"1,314",59,720,5,117,3,50,61,10.37,14.99,3.27
(V20) (668GA) Wenatchee,830,718,86.51%,112,13.49%,0,1,658,0,60,1,96,0,15,0,0,0,1,0,11.09,8.19,5.29
(V20) (668GB) Coeur d'Alene,"1,741","1,657",95.18%,84,4.82%,0,4,"1,558",2,99,2,75,0,9,0,0,0,0,0,7.73,2.1,0.77
(V20) (668HK) Spokane Mobile OPC,159,156,98.11%,3,1.89%,0,0,152,0,4,0,1,0,1,0,0,0,1,0,2.92,,
"(V20) (687) Walla Walla, WA","8,919","7,887",88.43%,"1,032",11.57%,49,55,"7,063",3,824,8,568,18,219,18,187,8,58,0,11.12,16.7,2.31
"(V20) (687) Jonathan M Wainwright
VAMC","5,226","4,442",85.00%,784,15.00%,0,3,"3,975",0,467,0,395,3,174,0,169,0,46,0,11.88,16.77,1.11
(V20) (687GA) Richland,"1,031",980,95.05%,51,4.95%,0,0,870,0,110,0,45,0,5,0,1,0,0,0,9.91,0,2.54
(V20) (687GB) Lewiston,564,548,97.16%,16,2.84%,0,2,491,1,57,1,10,0,2,0,3,0,1,0,8.43,0,3.81
(V20) (687GC) La Grande,312,298,95.51%,14,4.49%,0,17,233,0,65,1,10,1,3,9,1,6,0,0,12.93,0,2.91
(V20) (687HA) Yakima,"1,786","1,619",90.65%,167,9.35%,0,33,"1,494",2,125,6,108,14,35,9,13,2,11,0,11.45,2.5,3.06
"(V20) (692) White City, OR","10,272","9,427",91.77%,845,8.23%,39,"2,151","8,674",384,753,179,696,317,109,461,19,296,21,505,13.89,14.49,1.76
(V20) (692) White City VA Medical Center,"9,464","8,638",91.27%,826,8.73%,0,"1,528","7,895",331,743,129,688,214,108,165,19,179,11,502,13.79,14.69,1.97
(V20) (692GA) Klamath Falls,486,484,99.59%,2,0.41%,0,356,480,45,4,45,1,71,0,75,0,117,1,2,3.76,2.1,0.2
(V20) (692GB) Grants Pass,322,305,94.72%,17,5.28%,0,267,299,8,6,5,7,32,1,221,0,0,9,1,18.81,1.38,1.26
"(V21) (358) Manila, PI","5,522","5,399",97.77%,123,2.23%,24,0,"5,114",0,285,0,65,0,22,0,17,0,19,0,3.6,5.32,5.92
(V21) (358) Manila,"5,522","5,399",97.77%,123,2.23%,0,0,"5,114",0,285,0,65,0,22,0,17,0,19,0,3.6,5.32,5.92
"(V21) (459) Honolulu, HI","20,397","19,378",95.00%,"1,019",5.00%,44,0,"17,733",0,"1,645",0,808,0,143,0,45,0,23,0,7.48,4.61,5.1
(V21) (459) Spark M Matsunaga VAMC,"11,559","10,996",95.13%,563,4.87%,0,0,"10,155",0,841,0,456,0,62,0,31,0,14,0,8.39,4.16,2.51
(V21) (459GA) Maui,"1,826","1,784",97.70%,42,2.30%,0,0,"1,703",0,81,0,31,0,7,0,4,0,0,0,3.35,0.06,4.36
(V21) (459GB) Hilo,"1,484","1,421",95.75%,63,4.25%,0,0,"1,319",0,102,0,59,0,3,0,0,0,1,0,8.65,0.13,2.43
(V21) (459GC) Kona,817,799,97.80%,18,2.20%,0,0,765,0,34,0,17,0,1,0,0,0,0,0,3.41,0.57,3.95
(V21) (459GD) Kauai,786,764,97.20%,22,2.80%,0,0,713,0,51,0,19,0,3,0,0,0,0,0,4.64,1.96,5.11
(V21) (459GE) Guam,"1,686","1,502",89.09%,184,10.91%,0,0,"1,287",0,215,0,115,0,58,0,6,0,5,0,11.69,13.11,8.95
(V21) (459GF) American Samoa,784,728,92.86%,56,7.14%,0,0,628,0,100,0,50,0,2,0,3,0,1,0,5.9,17.85,3.91
(V21) (459GG) Leeward Oahu,"1,455","1,384",95.12%,71,4.88%,0,0,"1,163",0,221,0,61,0,7,0,1,0,2,0,6.81,1.89,9.16
"(V21) (570) Fresno, CA","21,131","18,709",88.54%,"2,422",11.46%,7,37,"16,645",7,"2,064",2,"1,496",2,896,1,12,1,18,24,1.05,15.6,0.5
(V21) (570) Fresno VAMC,"18,913","16,584",87.69%,"2,329",12.31%,0,37,"14,571",7,"2,013",2,"1,440",2,864,1,8,1,17,24,1.29,15.69,0.5
(V21) (570GA) Merced,764,695,90.97%,69,9.03%,0,0,669,0,26,0,42,0,26,0,0,0,1,0,0.85,26.96,0.15
(V21) (570GB) Tulare,"1,128","1,117",99.02%,11,0.98%,0,0,"1,100",0,17,0,9,0,2,0,0,0,0,0,0.35,3.05,0.92
(V21) (570GC) Oakhurst,326,313,96.01%,13,3.99%,0,0,305,0,8,0,5,0,4,0,4,0,0,0,0.43,12.96,0.12
"(V21) (612) N. California, CA","71,638","63,963",89.29%,"7,675",10.71%,49,287,"58,957",146,"5,006",33,"4,356",90,"2,487",10,679,3,153,4,11.78,10.76,1.58
(V21) (612) Martinez VA CLC,4,3,75.00%,1,25.00%,0,0,3,0,0,0,1,0,0,0,0,0,0,0,,10.25,
