,Organization,Specialty,FY11,FY12,FY13,FY14,FY15,ID,Station,for_dups
1295,(V07) (534) MC CHARLESTON SC,02 SURGERY,32.43,0.0,0.0,10.71,11.21,,534,534
1296,(V07) (534) MC CHARLESTON SC,03 GYNECOLOGY,0.0,0.0,0.0,100.0,0.0,,534,534
1297,(V07) (534) MC CHARLESTON SC,06 OPHTHALMOLOGY,0.0,0.0,0.0,0.0,10.62,,534,534
1298,(V07) (534) MC CHARLESTON SC,07 ORTHOPEDIC SURGERY,0.0,25.53,0.0,0.0,17.91,,534,534
1299,(V07) (534) MC CHARLESTON SC,08 OTOLARYNGOLOGY,0.0,0.0,0.0,0.0,18.46,,534,534
1300,(V07) (534) MC CHARLESTON SC,12 UROLOGY,0.0,0.0,41.38,20.69,18.75,,534,534
1301,(V07) (534) MC CHARLESTON SC,16 EMERGENCY MEDICINE,0.0,0.0,0.0,29.63,12.0,,534,534
1302,(V07) (534) MC CHARLESTON SC,18 HEMATOLOGY,0.0,0.0,0.0,100.0,0.0,,534,534
1303,(V07) (534) MC CHARLESTON SC,19 INFECTIOUS DISEASES,0.0,0.0,0.0,0.0,100.0,,534,534
1304,(V07) (534) MC CHARLESTON SC,20 DERMATOLOGY,0.0,23.08,34.78,20.69,0.0,,534,534
1305,(V07) (534) MC CHARLESTON SC,21 GEN INTERNAL MED,5.16,12.61,2.38,4.84,7.86,,534,534
1306,(V07) (534) MC CHARLESTON SC,29 ENDOCRIN AND METAB,35.29,0.0,36.36,0.0,0.0,,534,534
1307,(V07) (534) MC CHARLESTON SC,30 NEUROLOGY,0.0,0.0,0.0,20.51,7.89,,534,534
1308,(V07) (534) MC CHARLESTON SC,31 PSYCHIATRY,0.0,5.67,2.75,9.18,4.25,,534,534
1309,(V07) (534) MC CHARLESTON SC,38 RADIOLOGY-DIAGNOSTIC,61.02,0.0,0.0,0.0,0.0,,534,534
1310,(V07) (534) MC CHARLESTON SC,40 GERIATRICS,25.0,23.53,0.0,0.0,0.0,,534,534
1311,(V07) (534) MC CHARLESTON SC,43 PATHOLOGY,0.0,0.0,0.0,0.0,29.27,,534,534
1312,(V07) (534) MC CHARLESTON SC,44 PHYS MED & REHAB,0.0,60.0,0.0,0.0,0.0,,534,534
1313,(V07) (534) MC CHARLESTON SC,49 FAMILY PRACTICE,0.0,34.29,0.0,0.0,0.0,,534,534
1314,(V07) (534) MC CHARLESTON SC,"57 PHYS--ADMIN, OTHER",0.0,0.0,0.0,0.0,84.62,,534,534
1315,(V07) (534) MC CHARLESTON SC,E6 CARDIOLOGY NON-INTER,0.0,10.43,22.64,0.0,0.0,,534,534
1316,(V07) (534) MC CHARLESTON SC,P1 PRIMARY CARE,0.0,0.0,0.0,40.45,7.45,,534,534
1317,(V07) (534) MC CHARLESTON SC,R3 HEMATOLOGY/ONCOLOGY,0.0,100.0,0.0,66.67,27.91,,534,534
1318,(V07) (534) MC CHARLESTON SC,R4 VASCULAR SURGERY,0.0,0.0,46.15,50.0,0.0,,534,534
1319,(V07) (544) MC COLUMBIA SC,0602 Physician (All Specialties),9.98,13.02,18.84,14.94,5.08,,544,544
1320,(V07) (544) MC COLUMBIA SC,01 ANESTHESIOLOGY,0.0,11.88,0.0,50.0,0.0,,544,544
1321,(V07) (544) MC COLUMBIA SC,02 SURGERY,21.82,0.0,68.57,0.0,0.0,,544,544
1322,(V07) (544) MC COLUMBIA SC,06 OPHTHALMOLOGY,0.0,0.0,0.0,81.82,0.0,,544,544
1323,(V07) (544) MC COLUMBIA SC,08 OTOLARYNGOLOGY,0.0,60.0,0.0,0.0,0.0,,544,544
1324,(V07) (544) MC COLUMBIA SC,09 PLASTIC SURGERY,0.0,0.0,57.14,0.0,0.0,,544,544
1325,(V07) (544) MC COLUMBIA SC,12 UROLOGY,0.0,0.0,0.0,0.0,37.5,,544,544
1326,(V07) (544) MC COLUMBIA SC,13 PHYSIATRY,0.0,0.0,41.38,41.38,0.0,,544,544
1327,(V07) (544) MC COLUMBIA SC,16 EMERGENCY MEDICINE,17.78,37.8,20.51,0.0,0.0,,544,544
1328,(V07) (544) MC COLUMBIA SC,19 INFECTIOUS DISEASES,0.0,0.0,33.33,46.15,35.29,,544,544
1329,(V07) (544) MC COLUMBIA SC,21 GEN INTERNAL MED,0.0,0.0,14.46,0.0,0.0,,544,544
1330,(V07) (544) MC COLUMBIA SC,25 GASTROENTEROLOGY,12.0,12.5,24.24,0.0,0.0,,544,544
1331,(V07) (544) MC COLUMBIA SC,26 PULMONARY DISEASES,0.0,17.39,37.5,40.0,0.0,,544,544
1332,(V07) (544) MC COLUMBIA SC,27 NEPHROLOGY,0.0,38.71,0.0,28.57,0.0,,544,544
1333,(V07) (544) MC COLUMBIA SC,29 ENDOCRIN AND METAB,63.16,48.0,0.0,0.0,0.0,,544,544
1334,(V07) (544) MC COLUMBIA SC,30 NEUROLOGY,0.0,0.0,0.0,22.22,0.0,,544,544
1335,(V07) (544) MC COLUMBIA SC,31 PSYCHIATRY,9.92,25.32,33.03,20.25,13.85,,544,544
1336,(V07) (544) MC COLUMBIA SC,36 PREVENTIVE MEDICINE,92.31,0.0,66.67,0.0,0.0,,544,544
1337,(V07) (544) MC COLUMBIA SC,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,23.53,0.0,21.82,,544,544
1338,(V07) (544) MC COLUMBIA SC,40 GERIATRICS,0.0,0.0,0.0,37.5,0.0,,544,544
1339,(V07) (544) MC COLUMBIA SC,43 PATHOLOGY,0.0,80.0,0.0,21.82,0.0,,544,544
1340,(V07) (544) MC COLUMBIA SC,44 PHYS MED & REHAB,0.0,100.0,0.0,100.0,0.0,,544,544
1341,(V07) (544) MC COLUMBIA SC,49 FAMILY PRACTICE,21.05,0.0,0.0,0.0,0.0,,544,544
1342,(V07) (544) MC COLUMBIA SC,51 CHIEF OF STAFF,0.0,0.0,100.0,0.0,0.0,,544,544
1343,(V07) (544) MC COLUMBIA SC,53 ASSOC CH/STAFF--EDUC,0.0,0.0,0.0,0.0,75.0,,544,544
1344,(V07) (544) MC COLUMBIA SC,E6 CARDIOLOGY NON-INTER,0.0,51.06,30.0,0.0,0.0,,544,544
1345,(V07) (544) MC COLUMBIA SC,K6 HOSPITALIST,0.0,23.53,16.67,19.35,0.0,,544,544
1346,(V07) (544) MC COLUMBIA SC,M9 CARDIOLOGY-INTERVEN,85.71,0.0,0.0,0.0,0.0,,544,544
1347,(V07) (544) MC COLUMBIA SC,P1 PRIMARY CARE,13.92,2.75,21.71,13.3,5.12,,544,544
1348,(V07) (557) MC DUBLIN GA,0602 Physician (All Specialties),14.31,13.7,5.14,11.68,10.88,,557,557
1349,(V07) (557) MC DUBLIN GA,02 SURGERY,27.27,0.0,0.0,26.09,28.57,,557,557
1350,(V07) (557) MC DUBLIN GA,03 GYNECOLOGY,0.0,100.0,0.0,0.0,0.0,,557,557
1351,(V07) (557) MC DUBLIN GA,12 UROLOGY,0.0,0.0,0.0,57.14,133.33,,557,557
1352,(V07) (557) MC DUBLIN GA,21 GEN INTERNAL MED,0.0,19.78,12.83,13.56,12.37,,557,557
1353,(V07) (557) MC DUBLIN GA,25 GASTROENTEROLOGY,100.0,0.0,0.0,0.0,0.0,,557,557
1354,(V07) (557) MC DUBLIN GA,30 NEUROLOGY,0.0,0.0,0.0,100.0,0.0,,557,557
1355,(V07) (557) MC DUBLIN GA,31 PSYCHIATRY,73.47,0.0,0.0,0.0,0.0,,557,557
1356,(V07) (557) MC DUBLIN GA,43 PATHOLOGY,0.0,100.0,0.0,0.0,0.0,,557,557
1357,(V07) (557) MC DUBLIN GA,44 PHYS MED & REHAB,66.67,0.0,0.0,0.0,0.0,,557,557
1358,(V07) (557) MC DUBLIN GA,45 RADIOLOGY-INTERVENT,0.0,0.0,0.0,0.0,100.0,,557,557
1359,(V07) (557) MC DUBLIN GA,49 FAMILY PRACTICE,0.0,15.0,0.0,0.0,9.23,,557,557
1360,(V07) (557) MC DUBLIN GA,E6 CARDIOLOGY NON-INTER,60.0,0.0,0.0,0.0,0.0,,557,557
1361,(V07) (557) MC DUBLIN GA,E7 RADIOLOGY (NUCLEAR),0.0,0.0,0.0,100.0,0.0,,557,557
1362,(V07) (557) MC DUBLIN GA,K6 HOSPITALIST,22.22,28.57,0.0,26.09,0.0,,557,557
1363,(V07) (557) MC DUBLIN GA,P1 PRIMARY CARE,0.0,0.0,19.05,0.0,0.0,,557,557
1364,(V07) (619) HCS MONTGOMERY AL,0602 Physician (All Specialties),9.93,11.54,10.37,5.84,11.68,,619,619
1365,(V07) (619) HCS MONTGOMERY AL,01 ANESTHESIOLOGY,29.27,0.0,0.0,0.0,0.0,,619,619
1366,(V07) (619) HCS MONTGOMERY AL,02 SURGERY,0.0,26.09,0.0,44.44,36.36,,619,619
1367,(V07) (619) HCS MONTGOMERY AL,06 OPHTHALMOLOGY,0.0,0.0,0.0,100.0,0.0,,619,619
1368,(V07) (619) HCS MONTGOMERY AL,07 ORTHOPEDIC SURGERY,0.0,0.0,0.0,0.0,52.17,,619,619
1369,(V07) (619) HCS MONTGOMERY AL,16 EMERGENCY MEDICINE,17.65,21.43,28.57,0.0,72.73,,619,619
1370,(V07) (619) HCS MONTGOMERY AL,21 GEN INTERNAL MED,9.5,17.39,10.75,3.72,3.74,,619,619
1371,(V07) (619) HCS MONTGOMERY AL,26 PULMONARY DISEASES,0.0,0.0,0.0,100.0,0.0,,619,619
1372,(V07) (619) HCS MONTGOMERY AL,30 NEUROLOGY,0.0,0.0,100.0,0.0,0.0,,619,619
1373,(V07) (619) HCS MONTGOMERY AL,31 PSYCHIATRY,17.78,0.0,7.06,0.0,6.78,,619,619
1374,(V07) (619) HCS MONTGOMERY AL,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,30.0,0.0,80.0,,619,619
1375,(V07) (619) HCS MONTGOMERY AL,43 PATHOLOGY,0.0,34.29,0.0,0.0,0.0,,619,619
1376,(V07) (619) HCS MONTGOMERY AL,45 RADIOLOGY-INTERVENT,0.0,0.0,0.0,100.0,0.0,,619,619
1377,(V07) (619) HCS MONTGOMERY AL,49 FAMILY PRACTICE,24.0,23.08,0.0,0.0,0.0,,619,619
1378,(V07) (619) HCS MONTGOMERY AL,51 CHIEF OF STAFF,0.0,0.0,0.0,0.0,100.0,,619,619
1379,(V07) (619) HCS MONTGOMERY AL,E6 CARDIOLOGY NON-INTER,0.0,0.0,36.36,0.0,0.0,,619,619
1380,(V07) (679) MC TUSCALOOSA AL,0602 Physician (All Specialties),12.34,2.82,2.83,5.21,21.43,,679,679
1381,(V07) (679) MC TUSCALOOSA AL,21 GEN INTERNAL MED,25.26,14.29,0.0,11.88,0.0,,679,679
1382,(V07) (679) MC TUSCALOOSA AL,31 PSYCHIATRY,0.0,0.0,0.0,5.85,24.0,,679,679
1383,(V07) (679) MC TUSCALOOSA AL,40 GERIATRICS,0.0,0.0,63.16,0.0,40.0,,679,679
1384,(V07) (679) MC TUSCALOOSA AL,49 FAMILY PRACTICE,18.46,0.0,0.0,0.0,15.25,,679,679
1385,(V07) (679) MC TUSCALOOSA AL,51 CHIEF OF STAFF,100.0,0.0,0.0,0.0,100.0,,679,679
1386,(V07) (679) MC TUSCALOOSA AL,P1 PRIMARY CARE,0.0,0.0,0.0,0.0,27.59,,679,679
1437,(V08) (516) MC BAY PINES FL,0602 Physician (All Specialties),7.53,8.89,8.2,8.48,9.52,,516,516
1438,(V08) (516) MC BAY PINES FL,01 ANESTHESIOLOGY,0.0,25.53,0.0,10.08,0.0,,516,516
1439,(V08) (516) MC BAY PINES FL,02 SURGERY,0.0,14.81,0.0,0.0,28.24,,516,516
1440,(V08) (516) MC BAY PINES FL,07 ORTHOPEDIC SURGERY,34.78,20.0,0.0,0.0,31.17,,516,516
1441,(V08) (516) MC BAY PINES FL,08 OTOLARYNGOLOGY,0.0,100.0,100.0,0.0,0.0,,516,516
1442,(V08) (516) MC BAY PINES FL,09 PLASTIC SURGERY,0.0,36.36,0.0,0.0,0.0,,516,516
1443,(V08) (516) MC BAY PINES FL,11 THORACIC SURGERY,100.0,0.0,0.0,0.0,0.0,,516,516
1444,(V08) (516) MC BAY PINES FL,12 UROLOGY,38.71,0.0,0.0,0.0,36.36,,516,516
1445,(V08) (516) MC BAY PINES FL,13 PHYSIATRY,26.09,0.0,80.0,30.77,0.0,,516,516
1446,(V08) (516) MC BAY PINES FL,16 EMERGENCY MEDICINE,13.33,13.64,15.89,6.63,12.06,,516,516
1447,(V08) (516) MC BAY PINES FL,20 DERMATOLOGY,0.0,0.0,0.0,0.0,25.0,,516,516
1448,(V08) (516) MC BAY PINES FL,21 GEN INTERNAL MED,0.0,11.88,13.19,0.0,0.0,,516,516
1449,(V08) (516) MC BAY PINES FL,25 GASTROENTEROLOGY,13.19,0.0,0.0,0.0,11.76,,516,516
1450,(V08) (516) MC BAY PINES FL,26 PULMONARY DISEASES,0.0,0.0,0.0,0.0,13.79,,516,516
1451,(V08) (516) MC BAY PINES FL,27 NEPHROLOGY,0.0,27.27,0.0,22.22,0.0,,516,516
1452,(V08) (516) MC BAY PINES FL,29 ENDOCRIN AND METAB,0.0,0.0,0.0,0.0,24.49,,516,516
1453,(V08) (516) MC BAY PINES FL,30 NEUROLOGY,0.0,16.9,0.0,0.0,17.91,,516,516
1454,(V08) (516) MC BAY PINES FL,31 PSYCHIATRY,10.76,9.9,12.3,9.64,11.61,,516,516
1455,(V08) (516) MC BAY PINES FL,38 RADIOLOGY-DIAGNOSTIC,19.67,9.52,0.0,15.48,0.0,,516,516
1456,(V08) (516) MC BAY PINES FL,40 GERIATRICS,0.0,0.0,0.0,0.0,13.19,,516,516
1457,(V08) (516) MC BAY PINES FL,43 PATHOLOGY,0.0,0.0,14.63,0.0,14.29,,516,516
1458,(V08) (516) MC BAY PINES FL,45 RADIOLOGY-INTERVENT,0.0,0.0,0.0,46.15,0.0,,516,516
1459,(V08) (516) MC BAY PINES FL,46 NUCLEAR MEDICINE,0.0,0.0,96.0,0.0,0.0,,516,516
1460,(V08) (516) MC BAY PINES FL,E6 CARDIOLOGY NON-INTER,0.0,16.22,25.0,0.0,22.22,,516,516
1461,(V08) (516) MC BAY PINES FL,K6 HOSPITALIST,14.29,14.08,3.6,11.5,0.0,,516,516
1462,(V08) (516) MC BAY PINES FL,M9 CARDIOLOGY-INTERVEN,0.0,0.0,0.0,35.64,13.33,,516,516
1463,(V08) (516) MC BAY PINES FL,N9 CARDIAC ELECTROPHY,0.0,100.0,0.0,0.0,0.0,,516,516
1464,(V08) (516) MC BAY PINES FL,P1 PRIMARY CARE,4.0,3.97,10.55,10.39,8.15,,516,516
1465,(V08) (516) MC BAY PINES FL,R3 HEMATOLOGY/ONCOLOGY,0.0,17.65,0.0,17.14,19.67,,516,516
1466,(V08) (516) MC BAY PINES FL,R4 VASCULAR SURGERY,0.0,0.0,0.0,0.0,28.57,,516,516
1467,(V08) (546) MC MIAMI FL,0602 Physician (All Specialties),6.55,8.57,6.66,6.49,9.06,,546,546
1468,(V08) (546) MC MIAMI FL,01 ANESTHESIOLOGY,0.0,19.67,0.0,0.0,7.27,,546,546
1469,(V08) (546) MC MIAMI FL,02 SURGERY,0.0,0.0,0.0,37.5,0.0,,546,546
1470,(V08) (546) MC MIAMI FL,06 OPHTHALMOLOGY,23.08,0.0,0.0,16.22,0.0,,546,546
1471,(V08) (546) MC MIAMI FL,07 ORTHOPEDIC SURGERY,25.53,0.0,37.5,0.0,0.0,,546,546
1472,(V08) (546) MC MIAMI FL,10 COLON & RECTAL SURG,0.0,0.0,0.0,0.0,50.0,,546,546
1473,(V08) (546) MC MIAMI FL,16 EMERGENCY MEDICINE,8.63,12.63,15.0,15.38,13.19,,546,546
1474,(V08) (546) MC MIAMI FL,18 HEMATOLOGY,0.0,100.0,0.0,0.0,0.0,,546,546
1475,(V08) (546) MC MIAMI FL,20 DERMATOLOGY,0.0,0.0,0.0,0.0,11.65,,546,546
1476,(V08) (546) MC MIAMI FL,21 GEN INTERNAL MED,6.42,11.69,6.78,6.19,0.0,,546,546
1477,(V08) (546) MC MIAMI FL,23 ALLERGY & IMMUNOLOGY,0.0,0.0,62.5,0.0,0.0,,546,546
1478,(V08) (546) MC MIAMI FL,25 GASTROENTEROLOGY,16.67,0.0,0.0,0.0,21.05,,546,546
1479,(V08) (546) MC MIAMI FL,26 PULMONARY DISEASES,26.67,0.0,0.0,20.69,26.67,,546,546
1480,(V08) (546) MC MIAMI FL,27 NEPHROLOGY,0.0,0.0,34.29,0.0,33.33,,546,546
1481,(V08) (546) MC MIAMI FL,29 ENDOCRIN AND METAB,0.0,32.43,0.0,0.0,0.0,,546,546
1482,(V08) (546) MC MIAMI FL,30 NEUROLOGY,26.67,25.26,0.0,10.26,24.24,,546,546
1483,(V08) (546) MC MIAMI FL,31 PSYCHIATRY,0.0,7.5,9.41,0.0,6.43,,546,546
1484,(V08) (546) MC MIAMI FL,36 PREVENTIVE MEDICINE,0.0,0.0,0.0,0.0,100.0,,546,546
1485,(V08) (546) MC MIAMI FL,38 RADIOLOGY-DIAGNOSTIC,12.12,24.49,13.33,0.0,0.0,,546,546
1486,(V08) (546) MC MIAMI FL,40 GERIATRICS,8.82,0.0,10.0,0.0,0.0,,546,546
1487,(V08) (546) MC MIAMI FL,43 PATHOLOGY,0.0,0.0,0.0,21.82,0.0,,546,546
1488,(V08) (546) MC MIAMI FL,44 PHYS MED & REHAB,0.0,11.65,13.48,0.0,9.23,,546,546
1489,(V08) (546) MC MIAMI FL,46 NUCLEAR MEDICINE,0.0,44.44,0.0,63.16,0.0,,546,546
1490,(V08) (546) MC MIAMI FL,49 FAMILY PRACTICE,16.9,0.0,0.0,0.0,100.0,,546,546
1491,(V08) (546) MC MIAMI FL,59 ASSOC COS AMBUL CARE,0.0,100.0,0.0,0.0,0.0,,546,546
1492,(V08) (546) MC MIAMI FL,E4 CARDIOVAS/THOR SGR,0.0,0.0,0.0,50.0,29.27,,546,546
1493,(V08) (546) MC MIAMI FL,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,19.67,0.0,,546,546
1494,(V08) (546) MC MIAMI FL,G9 RADIATION ONCOLOGY,0.0,0.0,0.0,100.0,0.0,,546,546
1495,(V08) (546) MC MIAMI FL,K6 HOSPITALIST,0.0,0.0,0.0,0.0,31.86,,546,546
1496,(V08) (546) MC MIAMI FL,M9 CARDIOLOGY-INTERVEN,0.0,0.0,0.0,0.0,35.29,,546,546
1497,(V08) (546) MC MIAMI FL,P1 PRIMARY CARE,0.0,5.48,10.2,3.47,6.47,,546,546
1498,(V08) (546) MC MIAMI FL,R3 HEMATOLOGY/ONCOLOGY,0.0,0.0,0.0,80.0,0.0,,546,546
1499,(V08) (546) MC MIAMI FL,R4 VASCULAR SURGERY,54.55,0.0,0.0,41.38,0.0,,546,546
1500,(V08) (548) MC W PALM BEACH FL,0602 Physician (All Specialties),9.47,5.17,5.54,6.37,8.62,,548,548
1501,(V08) (548) MC W PALM BEACH FL,01 ANESTHESIOLOGY,25.53,0.0,0.0,22.43,38.71,,548,548
1502,(V08) (548) MC W PALM BEACH FL,02 SURGERY,26.67,25.53,0.0,22.64,0.0,,548,548
1503,(V08) (548) MC W PALM BEACH FL,06 OPHTHALMOLOGY,0.0,0.0,0.0,0.0,34.29,,548,548
1504,(V08) (548) MC W PALM BEACH FL,07 ORTHOPEDIC SURGERY,85.71,0.0,0.0,0.0,22.22,,548,548
1505,(V08) (548) MC W PALM BEACH FL,08 OTOLARYNGOLOGY,0.0,50.0,41.38,0.0,38.71,,548,548
1506,(V08) (548) MC W PALM BEACH FL,12 UROLOGY,0.0,0.0,30.77,38.71,0.0,,548,548
1507,(V08) (548) MC W PALM BEACH FL,16 EMERGENCY MEDICINE,9.02,20.0,8.76,0.0,8.51,,548,548
1508,(V08) (548) MC W PALM BEACH FL,19 INFECTIOUS DISEASES,0.0,0.0,63.16,0.0,0.0,,548,548
1509,(V08) (548) MC W PALM BEACH FL,20 DERMATOLOGY,0.0,0.0,0.0,35.29,25.53,,548,548
1510,(V08) (548) MC W PALM BEACH FL,21 GEN INTERNAL MED,11.98,0.0,4.64,4.53,4.54,,548,548
1511,(V08) (548) MC W PALM BEACH FL,26 PULMONARY DISEASES,0.0,9.92,0.0,32.14,0.0,,548,548
1512,(V08) (548) MC W PALM BEACH FL,31 PSYCHIATRY,6.7,11.71,5.22,0.0,8.22,,548,548
1513,(V08) (548) MC W PALM BEACH FL,36 PREVENTIVE MEDICINE,0.0,0.0,100.0,0.0,0.0,,548,548
1514,(V08) (548) MC W PALM BEACH FL,38 RADIOLOGY-DIAGNOSTIC,0.0,13.48,0.0,12.12,11.11,,548,548
1515,(V08) (548) MC W PALM BEACH FL,43 PATHOLOGY,0.0,27.91,31.58,0.0,0.0,,548,548
1516,(V08) (548) MC W PALM BEACH FL,49 FAMILY PRACTICE,23.08,0.0,0.0,33.33,0.0,,548,548
1517,(V08) (548) MC W PALM BEACH FL,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,0.0,21.82,,548,548
1518,(V08) (548) MC W PALM BEACH FL,K6 HOSPITALIST,29.27,0.0,10.43,0.0,7.89,,548,548
1519,(V08) (548) MC W PALM BEACH FL,M9 CARDIOLOGY-INTERVEN,0.0,0.0,0.0,0.0,48.0,,548,548
1520,(V08) (573) HCS GAINESVILLE FL,0602 Physician (All Specialties),11.29,5.92,9.45,7.07,7.13,,573,573
1521,(V08) (573) HCS GAINESVILLE FL,01 ANESTHESIOLOGY,6.67,20.69,13.95,0.0,0.0,,573,573
1522,(V08) (573) HCS GAINESVILLE FL,02 SURGERY,19.05,0.0,19.57,16.78,9.23,,573,573
1523,(V08) (573) HCS GAINESVILLE FL,03 GYNECOLOGY,17.39,0.0,0.0,0.0,0.0,,573,573
1524,(V08) (573) HCS GAINESVILLE FL,06 OPHTHALMOLOGY,33.33,10.81,46.45,49.18,11.76,,573,573
1525,(V08) (573) HCS GAINESVILLE FL,07 ORTHOPEDIC SURGERY,0.0,0.0,15.19,11.43,0.0,,573,573
1526,(V08) (573) HCS GAINESVILLE FL,09 PLASTIC SURGERY,20.34,25.53,0.0,24.49,0.0,,573,573
1527,(V08) (573) HCS GAINESVILLE FL,12 UROLOGY,15.19,33.8,0.0,0.0,16.0,,573,573
1528,(V08) (573) HCS GAINESVILLE FL,16 EMERGENCY MEDICINE,6.52,0.0,0.0,4.84,8.3,,573,573
1529,(V08) (573) HCS GAINESVILLE FL,18 HEMATOLOGY,0.0,37.5,57.14,0.0,0.0,,573,573
1530,(V08) (573) HCS GAINESVILLE FL,19 INFECTIOUS DISEASES,21.05,0.0,47.06,0.0,0.0,,573,573
1531,(V08) (573) HCS GAINESVILLE FL,20 DERMATOLOGY,28.57,21.82,30.0,0.0,40.68,,573,573
1532,(V08) (573) HCS GAINESVILLE FL,21 GEN INTERNAL MED,9.91,4.26,7.34,7.04,11.32,,573,573
1533,(V08) (573) HCS GAINESVILLE FL,25 GASTROENTEROLOGY,0.0,0.0,0.0,13.48,10.43,,573,573
1534,(V08) (573) HCS GAINESVILLE FL,26 PULMONARY DISEASES,32.43,15.79,25.81,0.0,0.0,,573,573
1535,(V08) (573) HCS GAINESVILLE FL,28 RHEUMATOLOGY,0.0,0.0,0.0,0.0,54.55,,573,573
1536,(V08) (573) HCS GAINESVILLE FL,29 ENDOCRIN AND METAB,0.0,0.0,0.0,0.0,22.22,,573,573
1537,(V08) (573) HCS GAINESVILLE FL,30 NEUROLOGY,30.77,0.0,16.0,0.0,0.0,,573,573
1538,(V08) (573) HCS GAINESVILLE FL,31 PSYCHIATRY,13.11,10.64,5.81,6.78,3.0,,573,573
1539,(V08) (573) HCS GAINESVILLE FL,38 RADIOLOGY-DIAGNOSTIC,10.26,0.0,19.25,6.59,12.18,,573,573
1540,(V08) (573) HCS GAINESVILLE FL,43 PATHOLOGY,0.0,0.0,12.63,0.0,0.0,,573,573
1541,(V08) (573) HCS GAINESVILLE FL,45 RADIOLOGY-INTERVENT,13.19,0.0,28.57,26.37,14.29,,573,573
1542,(V08) (573) HCS GAINESVILLE FL,46 NUCLEAR MEDICINE,0.0,0.0,0.0,0.0,36.36,,573,573
1543,(V08) (573) HCS GAINESVILLE FL,49 FAMILY PRACTICE,7.74,17.27,9.09,0.0,0.0,,573,573
1544,(V08) (573) HCS GAINESVILLE FL,"57 PHYS--ADMIN, OTHER",18.75,10.53,0.0,0.0,32.73,,573,573
1545,(V08) (573) HCS GAINESVILLE FL,E5 NEUROSURGERY,0.0,0.0,0.0,47.06,0.0,,573,573
1546,(V08) (573) HCS GAINESVILLE FL,E6 CARDIOLOGY NON-INTER,19.83,0.0,8.28,18.6,0.0,,573,573
1547,(V08) (573) HCS GAINESVILLE FL,K6 HOSPITALIST,25.53,32.43,0.0,0.0,7.36,,573,573
1548,(V08) (573) HCS GAINESVILLE FL,P1 PRIMARY CARE,10.91,0.0,7.81,7.8,3.13,,573,573
1549,(V08) (573) HCS GAINESVILLE FL,R3 HEMATOLOGY/ONCOLOGY,21.05,0.0,0.0,0.0,0.0,,573,573
1550,(V08) (573) HCS GAINESVILLE FL,R4 VASCULAR SURGERY,0.0,0.0,0.0,0.0,52.17,,573,573
1551,(V08) (672) MC SAN JUAN PR,0602 Physician (All Specialties),5.68,4.27,1.95,3.96,1.6,,672,672
1552,(V08) (672) MC SAN JUAN PR,02 SURGERY,0.0,10.26,0.0,0.0,0.0,,672,672
1553,(V08) (672) MC SAN JUAN PR,06 OPHTHALMOLOGY,0.0,0.0,0.0,15.69,0.0,,672,672
1554,(V08) (672) MC SAN JUAN PR,07 ORTHOPEDIC SURGERY,0.0,0.0,0.0,0.0,13.95,,672,672
1555,(V08) (672) MC SAN JUAN PR,12 UROLOGY,10.0,0.0,10.53,0.0,0.0,,672,672
1556,(V08) (672) MC SAN JUAN PR,16 EMERGENCY MEDICINE,10.34,0.0,10.81,0.0,0.0,,672,672
1557,(V08) (672) MC SAN JUAN PR,19 INFECTIOUS DISEASES,0.0,0.0,0.0,41.38,0.0,,672,672
1558,(V08) (672) MC SAN JUAN PR,20 DERMATOLOGY,0.0,0.0,34.29,0.0,0.0,,672,672
1559,(V08) (672) MC SAN JUAN PR,21 GEN INTERNAL MED,9.5,5.39,0.0,4.3,0.0,,672,672
1560,(V08) (672) MC SAN JUAN PR,25 GASTROENTEROLOGY,17.39,0.0,0.0,0.0,0.0,,672,672
1561,(V08) (672) MC SAN JUAN PR,26 PULMONARY DISEASES,0.0,28.57,0.0,0.0,0.0,,672,672
1562,(V08) (672) MC SAN JUAN PR,27 NEPHROLOGY,0.0,20.34,0.0,32.43,0.0,,672,672
1563,(V08) (672) MC SAN JUAN PR,29 ENDOCRIN AND METAB,0.0,0.0,0.0,0.0,36.36,,672,672
1564,(V08) (672) MC SAN JUAN PR,31 PSYCHIATRY,8.38,8.46,3.17,0.0,1.53,,672,672
1565,(V08) (672) MC SAN JUAN PR,38 RADIOLOGY-DIAGNOSTIC,19.35,0.0,0.0,13.64,0.0,,672,672
1566,(V08) (672) MC SAN JUAN PR,43 PATHOLOGY,0.0,15.79,0.0,40.0,0.0,,672,672
1567,(V08) (672) MC SAN JUAN PR,44 PHYS MED & REHAB,0.0,0.0,0.0,4.26,0.0,,672,672
1568,(V08) (672) MC SAN JUAN PR,49 FAMILY PRACTICE,0.0,0.0,5.91,3.1,6.11,,672,672
1569,(V08) (672) MC SAN JUAN PR,E4 CARDIOVAS/THOR SGR,100.0,0.0,0.0,0.0,0.0,,672,672
1570,(V08) (672) MC SAN JUAN PR,E5 NEUROSURGERY,0.0,33.33,0.0,34.29,0.0,,672,672
1571,(V08) (672) MC SAN JUAN PR,K6 HOSPITALIST,0.0,0.0,0.0,0.0,9.92,,672,672
